endTime,artistName,trackName,msPlayed
2022-12-18 04:51,grentperez,Cherry Wine,173286
2022-12-18 04:55,Ed Sheeran,All of the Stars,234986
2022-12-18 04:56,Home,Resonance,1109
2022-12-18 04:56,Justin Bieber,Ghost,38928
2022-12-18 04:56,WALK THE MOON,Lost In The Wild,10261
2022-12-18 04:59,Tom Odell,Heal,193080
2022-12-18 05:03,Bohnes,Middle Finger,229986
2022-12-18 05:04,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),66312
2022-12-18 05:05,BANNERS,Shine A Light,69888
2022-12-18 05:06,Tai Verdes,AOK,17749
2022-12-18 05:06,Matthew Mole,Take Yours,17151
2022-12-18 05:09,Clinton Kane,I GUESS I'M IN LOVE,204093
2022-12-18 05:11,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",93023
2022-12-18 05:11,Zac Efron,Rewrite The Stars,3669
2022-12-18 05:14,Jesse & Joy,Ecos De Amor,215112
2022-12-18 05:17,Olivia Rodrigo,favorite crime,152666
2022-12-18 05:20,Sam Fischer,What Other People Say (with Sam Fischer),194890
2022-12-18 05:23,One Direction,Over Again,182040
2022-12-18 05:26,Julia Michaels,What A Time (feat. Niall Horan),173306
2022-12-18 05:29,Olivia Rodrigo,good 4 u,178146
2022-12-18 05:32,Zoe Wees,Control,230880
2022-12-18 05:35,ROSIE,Never the 1,171960
2022-12-18 05:39,Vancouver Sleep Clinic,Someone To Stay,254013
2022-12-18 05:40,Sleeping At Last,"July 22, 2020: C / 2020 F3 - Comet Neowise",62661
2022-12-18 05:41,Anson Seabra,"It's Raining, It's Pouring",12458
2022-12-18 05:41,Hailee Steinfeld,Wrong Direction,18261
2022-12-18 05:41,P!nk,Try,10581
2022-12-18 05:44,Selena Gomez,Lose You To Love Me,206458
2022-12-18 05:47,Sabrina Carpenter,Skin,177500
2022-12-18 05:51,Ryn Weaver,Pierre,202733
2022-12-18 05:54,Leyla Blue,What A Shame,177200
2022-12-18 05:58,Olivia Rodrigo,drivers license,242013
