endTime,artistName,trackName,msPlayed,uri
2022-06-03 22:17,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-03 22:25,Emilia,la balada,165959,5hgjF68xugLDOyLSjfe8QN
2022-06-03 22:29,TINI,Carne y Hueso,5472,3yeFTYLMz4nOtyPXWEMKsW
2022-06-03 22:29,Mora,TUS LÁGRIMAS,10236,30W8VKHrAZmHzObnwAoc1u
2022-06-03 22:36,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-03 22:40,WOS,ANDRÓMEDA,4592,4Pa73QAWSryyKavXNyVbUA
2022-06-03 22:43,WOS,CULPA,215717,0BTJ7QpDRjinzAy8KQMAp8
2022-06-03 22:47,WOS,CANGURO,196745,2UAWYufVaO3EnUUNzl0ppO
2022-06-03 22:57,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-03 23:00,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-03 23:03,Polimá Westcoast,ULTRA SOLO,8957,0OTNHGKcqQbk51bOYe462Y
2022-06-03 23:03,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-03 23:06,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-03 23:08,Emilia,la balada,165959,5hgjF68xugLDOyLSjfe8QN
2022-06-03 23:12,Mora,TUS LÁGRIMAS,174482,30W8VKHrAZmHzObnwAoc1u
2022-06-03 23:15,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-04 00:27,Bad Bunny,A Tu Merced,73254,4r9jkMEnArtWGH2rL2FZl0
2022-06-04 03:02,WOS,ARRANCARMELO,88490,2x8oBuYaObjqHqgGuIUZ0b
2022-06-04 14:23,WOS,OKUPA,53568,25NPeIjHjQGvyp4D52Tji2
2022-06-04 14:31,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-04 14:35,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",105467,2Gq636OOGgxCTqEuzCZhsa
2022-06-04 14:38,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-04 14:42,Polimá Westcoast,ULTRA SOLO,227220,0OTNHGKcqQbk51bOYe462Y
2022-06-04 14:44,Danny Ocean,Fuera del mercado,156076,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 16:05,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",170,2Gq636OOGgxCTqEuzCZhsa
2022-06-04 16:05,Emilia,la balada,2840,5hgjF68xugLDOyLSjfe8QN
2022-06-04 16:05,Polimá Westcoast,ULTRA SOLO,149,0OTNHGKcqQbk51bOYe462Y
2022-06-04 16:05,Danny Ocean,Fuera del mercado,3678,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 16:05,Danny Ocean,Fuera del mercado,149,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 16:05,Morat,París,191,3ehHqgYRzmeUi345MfHS2N
2022-06-04 16:09,WOS,ARRANCARMELO,183739,2x8oBuYaObjqHqgGuIUZ0b
2022-06-04 16:11,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-04 16:14,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-04 16:15,Polimá Westcoast,ULTRA SOLO,14290,0OTNHGKcqQbk51bOYe462Y
2022-06-04 16:17,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 16:18,Emilia,la balada,55672,5hgjF68xugLDOyLSjfe8QN
2022-06-04 16:21,Mora,TUS LÁGRIMAS,174482,30W8VKHrAZmHzObnwAoc1u
2022-06-04 16:22,TINI,Carne y Hueso,72910,3yeFTYLMz4nOtyPXWEMKsW
2022-06-04 16:22,Emilia,la balada,128,5hgjF68xugLDOyLSjfe8QN
2022-06-04 16:22,Mora,TUS LÁGRIMAS,149,30W8VKHrAZmHzObnwAoc1u
2022-06-04 16:22,Polimá Westcoast,ULTRA SOLO,170,0OTNHGKcqQbk51bOYe462Y
2022-06-04 16:22,Danny Ocean,Fuera del mercado,149,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 16:25,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-04 16:26,Polimá Westcoast,ULTRA SOLO,27402,0OTNHGKcqQbk51bOYe462Y
2022-06-04 16:29,Polo G,Distraction,171319,1oc92BMKYkNxK17C2GtyRM
2022-06-04 16:31,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 16:32,Emilia,la balada,25698,5hgjF68xugLDOyLSjfe8QN
2022-06-04 16:32,Mora,TUS LÁGRIMAS,20757,30W8VKHrAZmHzObnwAoc1u
2022-06-04 16:35,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-04 16:39,Bad Bunny,A Tu Merced,125318,4r9jkMEnArtWGH2rL2FZl0
2022-06-04 20:36,Polo G,Distraction,171319,1oc92BMKYkNxK17C2GtyRM
2022-06-04 20:39,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-04 20:41,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-04 20:44,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-04 20:45,Polimá Westcoast,ULTRA SOLO,10599,0OTNHGKcqQbk51bOYe462Y
2022-06-04 20:47,Emilia,la balada,2026,5hgjF68xugLDOyLSjfe8QN
2022-06-04 20:47,Mora,TUS LÁGRIMAS,1749,30W8VKHrAZmHzObnwAoc1u
2022-06-04 20:47,Danny Ocean,Fuera del mercado,157717,1UdzJEpgJxtuXAlCOvD4S0
2022-06-04 20:51,Bad Bunny,A Tu Merced,7280,4r9jkMEnArtWGH2rL2FZl0
2022-06-04 20:51,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-04 22:13,Polo G,Distraction,171319,1oc92BMKYkNxK17C2GtyRM
2022-06-04 22:16,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",1616,2Gq636OOGgxCTqEuzCZhsa
2022-06-04 22:16,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-04 22:22,Morat,París,81237,3ehHqgYRzmeUi345MfHS2N
2022-06-05 00:19,Polimá Westcoast,ULTRA SOLO,1376,0OTNHGKcqQbk51bOYe462Y
2022-06-05 00:19,Morat,París,182913,3ehHqgYRzmeUi345MfHS2N
2022-06-05 00:21,Danny Ocean,Fuera del mercado,94271,1UdzJEpgJxtuXAlCOvD4S0
2022-06-05 01:16,Polo G,Distraction,68842,1oc92BMKYkNxK17C2GtyRM
2022-06-05 01:16,WOS,ARRANCARMELO,1386,2x8oBuYaObjqHqgGuIUZ0b
2022-06-05 01:19,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",41493,2Gq636OOGgxCTqEuzCZhsa
2022-06-05 01:21,Morat,París,112512,3ehHqgYRzmeUi345MfHS2N
2022-06-05 05:24,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-05 05:28,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-05 05:32,Polimá Westcoast,ULTRA SOLO,227220,0OTNHGKcqQbk51bOYe462Y
2022-06-05 05:35,Emilia,la balada,2651,5hgjF68xugLDOyLSjfe8QN
2022-06-05 05:35,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-05 05:38,Mora,TUS LÁGRIMAS,174482,30W8VKHrAZmHzObnwAoc1u
2022-06-05 05:41,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-05 05:44,Bad Bunny,A Tu Merced,175918,4r9jkMEnArtWGH2rL2FZl0
2022-06-05 05:46,KHEA,Ayer Me Llamó Mi Ex – Remix,1365,59nnGpAU3AiL2tD0o2It11
2022-06-05 05:46,Sech,Wao,122866,2B4nQ6yvVVBMqfgOrYtubb
2022-06-05 06:18,Duki,She Don't Give a Fo,64576,03a359wbiUsjN9h6yzXvmS
2022-06-05 17:32,Polo G,Distraction,171319,1oc92BMKYkNxK17C2GtyRM
2022-06-05 17:35,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-05 17:58,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-05 18:02,Morat,París,54854,3ehHqgYRzmeUi345MfHS2N
2022-06-05 18:19,Morat,París,184171,3ehHqgYRzmeUi345MfHS2N
2022-06-05 18:23,Polimá Westcoast,ULTRA SOLO,227220,0OTNHGKcqQbk51bOYe462Y
2022-06-05 18:25,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-05 18:27,Emilia,la balada,69049,5hgjF68xugLDOyLSjfe8QN
2022-06-05 18:27,Polimá Westcoast,ULTRA SOLO,256,0OTNHGKcqQbk51bOYe462Y
2022-06-05 18:27,Danny Ocean,Fuera del mercado,2218,1UdzJEpgJxtuXAlCOvD4S0
2022-06-05 18:30,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-05 18:33,Polimá Westcoast,ULTRA SOLO,227220,0OTNHGKcqQbk51bOYe462Y
2022-06-05 18:37,Danny Ocean,Fuera del mercado,156823,1UdzJEpgJxtuXAlCOvD4S0
2022-06-05 23:13,Polo G,Distraction,125525,1oc92BMKYkNxK17C2GtyRM
2022-06-05 23:16,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-05 23:19,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-05 23:22,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-05 23:27,Polimá Westcoast,ULTRA SOLO,227220,0OTNHGKcqQbk51bOYe462Y
2022-06-05 23:30,Emilia,la balada,748,5hgjF68xugLDOyLSjfe8QN
2022-06-05 23:30,Mora,TUS LÁGRIMAS,1813,30W8VKHrAZmHzObnwAoc1u
2022-06-05 23:30,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-05 23:33,Bad Bunny,A Tu Merced,30875,4r9jkMEnArtWGH2rL2FZl0
2022-06-05 23:33,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-06 10:25,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",938,2Gq636OOGgxCTqEuzCZhsa
2022-06-06 10:25,Polo G,Distraction,26069,1oc92BMKYkNxK17C2GtyRM
2022-06-06 10:25,WOS,ARRANCARMELO,703,2x8oBuYaObjqHqgGuIUZ0b
2022-06-06 10:28,Polimá Westcoast,ULTRA SOLO,1706,0OTNHGKcqQbk51bOYe462Y
2022-06-06 10:28,Morat,París,176874,3ehHqgYRzmeUi345MfHS2N
2022-06-06 10:31,Emilia,la balada,2466,5hgjF68xugLDOyLSjfe8QN
2022-06-06 10:31,Mora,TUS LÁGRIMAS,2517,30W8VKHrAZmHzObnwAoc1u
2022-06-06 10:31,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-06 11:49,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-06 11:50,Bad Bunny,A Tu Merced,90224,4r9jkMEnArtWGH2rL2FZl0
2022-06-06 11:53,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-06 11:54,Polimá Westcoast,ULTRA SOLO,1866,0OTNHGKcqQbk51bOYe462Y
2022-06-06 12:00,Emilia,la balada,2850,5hgjF68xugLDOyLSjfe8QN
2022-06-06 12:00,Mora,TUS LÁGRIMAS,2240,30W8VKHrAZmHzObnwAoc1u
2022-06-06 12:00,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-06 12:03,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-06 13:18,Bad Bunny,A Tu Merced,175918,4r9jkMEnArtWGH2rL2FZl0
2022-06-06 13:18,Sech,Wao,20921,2B4nQ6yvVVBMqfgOrYtubb
2022-06-06 13:28,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-06 13:34,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-06 13:37,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-06 13:40,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-06 13:42,KHEA,Ayer Me Llamó Mi Ex – Remix,1450,59nnGpAU3AiL2tD0o2It11
2022-06-06 13:42,Duki,She Don't Give a Fo,136387,03a359wbiUsjN9h6yzXvmS
2022-06-06 13:45,WOS,ANDRÓMEDA,171475,4Pa73QAWSryyKavXNyVbUA
2022-06-06 13:48,WOS,MELÓN VINO,176394,5uHAzGa4d9j35DEbhUwGhi
2022-06-06 13:51,WOS,CONVOY JARANA,158123,09ZM0SFVkQauSIR5I3aj0g
2022-06-06 13:53,WOS,Protocolo,173486,1IJcROM3wuO4phCdjlEl5t
2022-06-06 21:46,Polo G,Distraction,140813,1oc92BMKYkNxK17C2GtyRM
2022-06-06 21:49,WOS,ARRANCARMELO,183547,2x8oBuYaObjqHqgGuIUZ0b
2022-06-06 21:51,Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",160000,2Gq636OOGgxCTqEuzCZhsa
2022-06-06 21:54,Morat,París,182187,3ehHqgYRzmeUi345MfHS2N
2022-06-06 21:55,Polimá Westcoast,ULTRA SOLO,9874,0OTNHGKcqQbk51bOYe462Y
2022-06-06 21:57,Danny Ocean,Fuera del mercado,159849,1UdzJEpgJxtuXAlCOvD4S0
2022-06-06 22:00,Emilia,la balada,165959,5hgjF68xugLDOyLSjfe8QN
2022-06-06 22:03,Mora,TUS LÁGRIMAS,174482,30W8VKHrAZmHzObnwAoc1u
2022-06-06 22:06,TINI,Carne y Hueso,178309,3yeFTYLMz4nOtyPXWEMKsW
2022-06-06 22:09,Bad Bunny,A Tu Merced,175918,4r9jkMEnArtWGH2rL2FZl0
2022-06-06 22:12,Sech,Wao,178266,2B4nQ6yvVVBMqfgOrYtubb
