artist,album,track,uri
Calle 13,Residente o Visitante,Atrévete-Te-Te,53mKtvfoRfqdxeAWfHJ70e
Jason Mraz,Know.,Sleeping To Dream,1hdPZivB5TgYcBpgGcZfBR
Jason Mraz,YES! (Commentary),You Can Rely on Me - Commentary,4hhJMl3t6lG3xrerShgrTm
Los Tipitos,40 Principales Pop & Rock Nacionales,Campanas en la Noche,1rkKhxXHcUz84xqSHxJlXA
Rednex,Sex & Violins,Cotton Eye Joe,06hsdMbBxWGqBO0TV0Zrkf
Ashe,I'm Fine,I'm Fine,27gRd0sbdd8cJdI6yx6dt8
Ed Sheeran,+,Little Bird - Deluxe Edition,4bcgRbGeq4IejesjsiHyTH
Justin Bieber,Believe,Fall,6L4g1biqMnHexY19cERi1q
Mancha De Rolando,Viaje,Renacer,3gHI08eRhzbd7mEIKkz7Wj
Bryan Adams,Reckless,Summer Of '69,0GONea6G2XdnHWjNZd6zt3
Train,"Save Me, San Francisco (Golden Gate Edition)",Umbrella,5GCgC77m6EaAqu7ZlukMu2
Juana La Loca,40 Principales Pop & Rock Nacionales,Sábado a la Noche,3iS6ErQtTFXbswpq0ihlRn
Ed Sheeran,÷,Supermarket Flowers,4VuS959DSpr82t3qBqCrWG
Arnau Griso,Para que el mundo lo vea,Para que el mundo lo vea - Acústico,6IukuUL2wwXBMQgbNsBnKK
Coro Pascua Joven San Isidro,Alimento que da vida,Después de caer,5wpFcch8FkRv1Nl5MepMxK
Ed Sheeran,÷,Happier,2RttW7RAu5nOAfq6YFvApB
Jason Mraz,YES! (Commentary),A World with You - Commentary,6Vfw6zymFzapBySj30fexZ
Coldplay,A Head Full of Dreams,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M
CoComelon,"CoComelon Kids Hits, Vol. 1",Wheels on the Bus,6YQ7aPJhk0MGpwoKfFAEbS
Fabiana Cantilo,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,La Libertad,6oJ6NQuOcE66IA3ifWuG6T
Louis Tomlinson,Walls,Kill My Mind,4emicu3yCflgo7z6cAuw5j
Mancha De Rolando,Viaje,Buscar,6A5hoZk6qhEoxH4d1tGX0W
Lady Gaga,A Star Is Born Soundtrack,Why Did You Do That?,1sv0BhPPnrUgQ6dziZlmuM
Jason Mraz,We Sing. We Dance. We Steal Things.,If It Kills Me,5wfiaGgyuQcW2hvDy2NB5J
Jason Mraz,We Sing. We Dance. We Steal Things.,Coyotes - From For a Girl in New York Sessions,4bx7VFuRSNrH1f2x2zZal2
Arnau Griso,Revolución Bananera,Te Lo Juro,0S22gHXilJYVRwfiD4O0YN
Train,California 37,Bruises (feat. Ashley Monroe),3adeqciqrsp6PQqR0hGDC7
Coldplay,A Head Full of Dreams,Kaleidoscope,7IX7VAXujvcZ3e1PG7sGP7
Train,a girl a bottle a boat,Drink Up,17AtR2mHWKdDXCPUFydJKL
Coro Pascua Joven San Isidro,Se entregó por mí,Necesito de tu amor,1FsKOekuFNMRPljB2gUGMQ
La Beriso,En Vivo en el Estadio Único,Boogie/ Infierno (with Juanse) - En Vivo en el Estadio Único,0GxTc1bSqrKtdPuNv1s1kg
Jason Mraz,YES! (Commentary),Back to the Earth,0LnjRXy29ORVAzUKZ0B6wH
Calle 13,Entren Los Que Quieran,Prepárame La Cena,7ephv6B3AtS4ZOQdQX5uUe
Fran Busso,Agua y Harina,Dando Vueltas,1IH3n20rcc7JPq7Nqb1M1f
Bryan Adams,Reckless,Heaven - Live At Hammersmith Odeon/1985,20VZDz6SJ48Lo9vOxAz4Jz
Justin Bieber,Believe,One Love,0FwkLxm84A5P3YNlZzfM0J
Alex Ubago,¿Qué pides tú?,Sin miedo a nada (feat. Amaia Montero),02bKaAG61tMw9c63fzKXal
Bryan Adams,Reckless,It's Only Love - Live At Hammersmith Odeon/1985,6ylZrimCap27kXn2Vmk0ks
Ed Sheeran,x,Even My Dad Does Sometimes,0N5zjRnf8AreOm95iSBXF4
Smile,Bohemian Rhapsody,Doing All Right - ...Revisited,69VE5kmfqG4dJSkrB1OtCI
Ed Sheeran,÷,Barcelona,3Lfiu5sZ4M4B6JaKMBc0FU
Coro Pascua Joven San Isidro,Nueva Mañana,Pregón Pascual,6PxRi0MYAJAtSMGRqXeeUD
Jawsh 685,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c
Quevedo,DONDE QUIERO ESTAR,DAME,5yocaqYG38qpSSxV1t0o3D
Sublime Reggae Kings,Vintage Reggae Beats,L.S.F. (Lost Souls Forever) - Reggaeton Mix,0hePdMMxMiypT2EEQhc0iz
Calle 13,Residente o Visitante,La Crema,3ZUwkZWSiYxkP8kZDlxqnL
Andrés Calamaro,Alta Suciedad,Flaca,1p7m9H4H8s0Y7SgRm7j3ED
Ed Sheeran,÷,Bibia Be Ye Ye,6SznMYPQJHzr3IwsAHLId2
Jason Mraz,Know.,Better With You,2x7h2ABCBEifwpDgNOGHGm
Ed Sheeran,÷,Eraser,7oolFzHipTMg2nL7shhdz2
Calle 13,Entren Los Que Quieran,Todo Se Mueve (feat. Seun Kuti),2RoVDBP1X11glvRbBIDq9b
Sublime Reggae Kings,Vintage Reggae Beats,Human - Album Mix,0djXacWzJnRQCLbiN3A2CW
Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,49FYlytm3dAAraYgpoJZux
Los Cafres,40 Principales Pop & Rock Nacionales,Bastará,6BwUE8tB7wFgk5gp5wwtC1
Queen,Bohemian Rhapsody,Don't Stop Me Now - ...Revisited,3INsYP1Y8GG4qJvBsKCdXC
La Beriso,En Vivo en el Estadio Único,No Me Olvides - En Vivo en el Estadio Único,72u4xKqeaMJ1XustsJaw9c
Niall Horan,Flicker,Too Much To Ask,4v094LQ9eF10k2O2Te2ngK
Bryan Adams,Reckless,The Only One - Live At Hammersmith Odeon/1985,2JSp9JGhsvtJkyfknvGhwf
TINI,Miénteme,Miénteme,0cOa970mzTWAxKtltpkpLc
Jason Mraz,We Sing. We Dance. We Steal Things.,Butterfly,7rrmHHc1kY9vkIZnXrcH7T
Ed Sheeran,+,Sunburn - Deluxe Edition,3YPiRYIUFlcQ0aaLGmeswS
Imagine Dragons,Night Visions,Round And Round,7xIpM5gF7cDin6nOZ3Qb0x
Ed Sheeran,+,Drunk,4RnCPWlBsY7oUDdyruod7Y
Coro Pascua Joven San Isidro,Alimento que da vida,Quédate Señor,5WjJBybvpTV0bh7EWHREhh
Christina Perri,A Thousand Years,A Thousand Years,6lanRgr6wXibZr8KgzXxBl
Sublime Reggae Kings,Vintage Reggae Beats,Thinking out Loud,47HlZR3kefD8KUaZnQrAyw
Louis Tomlinson,Walls,Habit,3As9Uyx1ZYKbdcEn3d7zma
Jason Mraz,YES! (Commentary),Love Someone,1qvToOLpOdxoxmEyebs0Wi
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine,6UdhIn5jito25nOYZ5jWlA
Mancha De Rolando,Viaje,Donde Vamos,5h6BXdnXh4IWFhHeUxgbrr
Jason Mraz,Love Is a Four Letter Word,The World as I See It,6YQ5iUWQwGxetqHdJP1tNn
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine,5f6YuUUT5XI0e2Jh22Yrsy
Lady Gaga,A Star Is Born Soundtrack,I Don't Know What Love Is,3PPeqAc0fCfFdh8cUYShn6
Bryan Adams,Reckless,Run To You,2RWFncSWZEhSRRifqiDNVV
La Beriso,En Vivo en el Estadio Único,Cómo Olvidarme - En Vivo en el Estadio Único,0kSvS0lJiRnaAl8esnEDY5
Bradley Cooper,A Star Is Born Soundtrack,Out Of Time,6dPTv6lJStWDjdTSaOiNBV
Bryan Adams,Reckless,Let Me Down Easy,2LkrZFhK5sDShMrz6Ya7K6
Queen,Bohemian Rhapsody,We Will Rock You - Movie Mix,2t8UoPFVXCRZulscbwv0QL
Mancha De Rolando,Viaje,Arde la Ciudad,3SyKG06yOK3omo29EwZ8dP
Las Pelotas,40 Principales Pop & Rock Nacionales,Bombachitas Rosas (En Vivo),79esfye17iAkpoxEtPrg2z
Usted Señalemelo,II,Big Bang,1tgYWMpHWhhvr0hgOyCZsp
Imagine Dragons,Night Visions,On Top Of The World,4eLSCSELtKxZwXnFbNLXT5
Jason Mraz,We Sing. We Dance. We Steal Things.,A Beautiful Mess - From the Raining Jane Sessions,7aKiTB0GHIxQ6FzSd42cVp
Ed Sheeran,+,Gold Rush - Deluxe Edition,4mT5mVFaU7trA3UdbGqfB9
Ozuna,Odisea,Quiero Repetir,0MIcPSq9n2z5H8TAfEstri
Sublime Reggae Kings,Vintage Reggae Beats,L.S.F. (Lost Souls Forever),1iRUeFhHyjDwtiNk1IrOVg
Imagine Dragons,Night Visions,Selene,6nzZA9seFS4K2JStoFY8y5
Jason Mraz,We Sing. We Dance. We Steal Things.,Make It Mine - From the Casa Nova Sessions,6VOlbywGMxBZ7fIlIlNhVQ
La Beriso,En Vivo en el Estadio Único,Ella - En Vivo en el Estadio Único,668HVUCc8LeMzkvz2cQ0hZ
Jason Mraz,Know.,Have It All,7BXW1QCg56yzEBV8pW8pah
Coro Pascua Joven San Isidro,Se entregó por mí,Quién soy yo,2t7YJH4y5YOUszfM4ldVXE
Train,California 37,50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD
Jason Mraz,YES! (Commentary),Everywhere,4JaSZOkqza4Zhq1AM2bcXm
Red Hot Chili Peppers,Californication,This Velvet Glove,49colNVoLFcMszng9O8w4h
Ed Sheeran,x,I See Fire,5pY3ovFxbvAg7reGZjJQSp
Calle 13,Entren Los Que Quieran,Calma Pueblo (feat. Omar Rodríguez),4eES4FfNECMQCcb4Ao9yhj
Coro Pascua Joven San Isidro,Se entregó por mí,Cara a cara,0HxPRHejKJZK4jQ5CnPkJt
Arnau Griso,Revolución Bananera,Malditharina,146yic6D2ZDSDYAb4YVQTF
La Mezzkla,40 Principales Pop & Rock Nacionales,En Alguna Parte,2JbNzIo5hAjZU1WGu2wJvK
Bryan Adams,Reckless,Run To You - Live At Hammersmith Odeon/1985,19lUBu0xue7TWiFfQRB676
La Beriso,En Vivo en el Estadio Único,Otro Lugar - En Vivo en el Estadio Único,4rfOaTTscFBcBvIW1yA7aU
Niall Horan,Flicker,On The Loose,4kVo85bcmBkvMBcJl42XCA
Gustavo Cordera,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Aprendí a Esquivar,5gtuUavQ7MSDFZzUyQ4k7o
Ed Sheeran,x,One,5TvFfDlVoUWZvfqrhTJzD7
Justin Bieber,Believe,As Long As You Love Me,4rvtlpAeDuOn4baUJPCEhy
The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J
Red Hot Chili Peppers,Californication,Fat Dance - 2006 Remaster,3BW34zpQNgRUwuQ4eUyzMN
Calle 13,Entren Los Que Quieran,La Bala,036nr5jRMRlrvtEVvld4lj
Louis Tomlinson,Walls,Walls,2Ov6faSCGlnn4tbbZQYAJQ
Coldplay,A Head Full of Dreams,Everglow,5qfZRNjt2TkHEL12r3sDEU
LOUTA,ENCHASTRE,CHOCOLATE,1DOZ7HyqUKT3KgnAPapYGT
A Great Big World,Is There Anybody Out There?,Say Something,6Vc5wAMmXdKIAM7WUoEb7N
Ed Sheeran,+,Give Me Love,0SuG9kyzGRpDqrCWtgD6Lq
Jason Mraz,YES! (Commentary),Everywhere - Commentary,0fQciRJgEMzTNiMai3EtlC
Bryan Adams,Reckless,Cuts Like A Knife - Live At Hammersmith Odeon/1985,6gnPewUwDzAM0FiKgYaRvu
Lady Gaga,A Star Is Born Soundtrack,I'll Never Love Again - Film Version - Radio Edit,3DKpA54hrFIdPN6AtL9HXa
Coro Pascua Joven San Isidro,Se entregó por mí,Mar adentro,3gEhNUDBxvoeLPv4HgQENV
Imagine Dragons,Night Visions,Demons,2Oehrcv4Kov0SuIgWyQY9e
Yandel,De Líder a Leyenda,Moviendo Caderas (feat. Daddy Yankee),0bdL8X3MrX51dRz231BFtv
Ed Sheeran,x,Bloodstream,5v4sZRuvWDcisoOk1PFv6T
Jason Mraz,YES! (Commentary),Love Someone - Commentary,4vn6yU8VRGWbTY1O1Dl7kz
Ed Sheeran,+,This,0pJfsPQesJyCnR5XWZyvj9
Louis Tomlinson,Walls,Perfect Now,5lqGH8hkVXiFg2fUibDZl2
Bryan Adams,Reckless,Long Gone,64OczLYckthEjRiCCZDeAF
Bryan Adams,Reckless,Kids Wanna Rock,4fyO0AX6RqbmVuAuKPMv3i
Jason Mraz,Love Is a Four Letter Word,The Freedom Song,0cXfUG7uyPgW9PD1WsfOD8
Imagine Dragons,Night Visions,Cover Up,6Z3TBpDwLcs46BxelJ1mJR
Ed Sheeran,x,Sing,6K8qKeWo5MsFED7wCR6Kop
Jason Mraz,We Sing. We Dance. We Steal Things.,Mudhouse / Gypsy MC - Live in Amsterdam,6HsL3NT4niSrf4wvG0Mbwn
Lady Gaga,A Star Is Born Soundtrack,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk
The Chainsmokers,Paris,Paris,15vzANxN8G9wWfwAJLLMCg
Mancha De Rolando,Viaje,Guerrero,1jgtdtrPAKmiDDiJhmqHOd
Mancha De Rolando,Viaje,Viviendo Alla II,7tbXe2UckP3nQhiS5uPmKY
Mauri Mansilla,Adán y Eva Vs Me Rehúso,Adán y Eva Vs Me Rehúso,33i9PG870EypA9qjtoGIsM
Cris Mj,Una Noche en Medellín,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6
Red Hot Chili Peppers,Californication,Road Trippin',1XxCiPw07rd1ytYnE7SoJI
Jason Mraz,Love Is a Four Letter Word,Everything Is Sound,0OShLqZ0kIrZeYA4M9Eelr
Bad Bunny,Sensualidad,Sensualidad,5hcisvFMidkMJlElTO9Qmw
Los Abuelos De La Nada,Serie Oro,Mil Horas,4t2a1Kh38RTOPthL66TUMh
R. City,What Dreams Are Made Of,Locked Away (feat. Adam Levine),7x5xYW5W42OGPAdHUyyguy
Jason Mraz,We Sing. We Dance. We Steal Things.,The Dynamo of Volition,2YFy7hG1A583BPZQ2SYdKd
Coro Pascua Joven San Isidro,Nueva Mañana,Alma de Cristo,0qKsUsNqXCALrMT4SJGkGk
Niall Horan,Flicker,Flicker,5lsRkYiIerlfXMMrl4zkJG
Ed Sheeran,+,Grade 8,0obzwoGjXdORtAwYWZ9s53
Imagine Dragons,Night Visions,Tiptoe,6YUFByainM0IB52DNObY5t
Jason Mraz,YES! (Commentary),It's So Hard to Say Goodbye to Yesterday - Commentary,2dxXki7lK7Pi3gdG7cn94d
Calle 13,Residente o Visitante,Un Beso de Desayuno,2uNfmuLRxi7974xmzdE9NL
Tan Bionica,40 Principales Pop & Rock Nacionales,La Comunidad,5FidzzZMtpr1Cg8aTAwTGi
Justin Bieber,Believe,All Around The World,45qSLEJKJTwKTSBOa8LxPY
Queen,Bohemian Rhapsody,Somebody To Love,5txoZyuAmtCfmDjUCEphWm
Fran Busso,Agua y Harina,La Negra,1BF32UAcyCUXvGFmwe54Bm
Bandalos Chinos,Isla,Isla,4itQ4aRHnlAhzmhcKW0uKk
Guasones,40 Principales Pop & Rock Nacionales,Reyes de la Noche,2Qk6mVTy6E1wkooaRbg7Hr
Coro Pascua Joven San Isidro,Nueva Mañana,No Pasará,0aq5tDFBjZIdWZ2dlUozem
Jason Mraz,YES! (Commentary),Quiet,5C1DKvqrab9YfhUNmiJGVf
Gustavo Cerati,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Crimen,2vxrPN0Tytx3RPsRgxpCvD
Bahiano,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Tarde Gris,6x1hsqTbt061bO7mpBvGIL
Imagine Dragons,Night Visions,Amsterdam,6nYD1UPZzBfnA9aL5TrWTc
Sublime Reggae Kings,Vintage Reggae Beats,Take My Breath Away,61Ww7yW5ShzLiPM0Z79mdk
Jason Mraz,We Sing. We Dance. We Steal Things.,Man Gave Names to All the Animals - From the Gospel Collection Sessions,2lxeD9NPeddR6LI5bmGfQw
Red Hot Chili Peppers,Californication,Emit Remmus,2xDHUsWEsH33sKbFqDZPFj
Train,Bulletproof Picasso,Give It All,5uC11u8X5qldYzVa3b6ODB
Paulo Londra,Chance,Chance,2SJZdZ5DLtlRosJ2xHJJJa
Calle 13,Residente o Visitante,Cumbia de los Aburridos,1ZeDhph4eTRaC8VICOBIpa
Ed Sheeran,x,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f
Arnau Griso,Revolución Bananera,El Gusto Es Mío,4mtg50kuXmao7kN0LQ42vj
Coro Pascua Joven San Isidro,Se entregó por mí,Siempre me amaste,1AjI2lT6Axuq8l8lVNkG7Z
Imagine Dragons,Night Visions,It's Time,3xqF04FdMK7gpIPG3SPFpY
Louis Tomlinson,Walls,Defenceless,74YzCrLzu7fw0AasX3CEwv
Plastilina,Puedo Con Esto,Puedo Con Esto - Fuera de Foco,7b20UD7LTaWHH1DIyL3ECx
Sublime Reggae Kings,Vintage Reggae Beats,Shape of You,4KNEbv37cHOoaUATPlpDTm
Justin Bieber,Believe,Out Of Town Girl,3P1S4UtNtXe67piyERXijj
No Te Va Gustar,40 Principales Pop & Rock Nacionales,A las Nueve,5s102IKicBRHHF7AyvVkg4
Nicky Jam,Live It Up,Live It Up - Official Song 2018 FIFA World Cup Russia,4DnHUy01jEA4b5ydC3HgsT
Sublime Reggae Kings,Vintage Reggae Beats,Fetish,1cmy1zD0q7NOem9aL2Z0mS
Jason Mraz,YES! (Commentary),Rise,3jQ2Hc26sMhKS8Out9UELG
Jason Mraz,Love Is a Four Letter Word,5/6,3IEvXtg3l0ikYX0wzZmNHs
Los Auténticos Decadentes,40 Principales Pop & Rock Nacionales,No Me Importa el Dinero (En Vivo),0DZLuyMf4pQEcWLiItvlkT
La Beriso,En Vivo en el Estadio Único,Traicionero - En Vivo en el Estadio Único,64ovzYdza1i6uCLVxp7qWb
Coro Pascua Joven San Isidro,Alimento que da vida,De tal manera,679QWdniiIncgLKLE16ecH
Bryan Adams,Reckless,Straight From The Heart - Live At Hammersmith Odeon/1985,4eeFFvToeIYe7KQt86GtvK
Coro Pascua Joven San Isidro,Nueva Mañana,No Mueras Hermano,6j9YrUripmhZKC7S7oFLSQ
Soda Stereo,Me Verás Volver (Hits & Más),Persiana Americana - Remasterizado 2007,5wCUdBsdubZ3ZFoJoRsMrY
Bryan Adams,Reckless,Reckless,5Z0MLOJFDDx72dABWdscBz
Queen,Bohemian Rhapsody,I Want To Break Free,7iAqvWLgZzXvH38lA06QZg
Imagine Dragons,Night Visions,I Don't Mind,4qOg66OSxn91uxkCy8KY0g
Mi Karma González,40 Principales Pop & Rock Nacionales,Mi Almita,4vXNabwOFzF0iw0qh2lG4Y
Jason Mraz,We Sing. We Dance. We Steal Things.,The Dynamo of Volition,40kxsbln77BpIcTtEUCVQF
Justin Bieber,Believe,Die In Your Arms,6RgSSndg8PUH2UcaCgia5V
Coro Pascua Joven San Isidro,Alimento que da vida,Brazos abiertos,2jPLRkYf0aBSGQ2Atw76xg
Jason Mraz,We Sing. We Dance. We Steal Things.,Live High,0XIVmUXrwk0IjQEOWFnyn1
Turf,Turfshow,"Yo No Me Quiero Casar, Y Ud?",6BaMKZw3o4r0OQwDcPNI12
Helena,Dime Rey,Dime Rey,6pu8hHaPnU9h86EXcehDxz
SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,Swimming Fool,0WdLp00HrAgjldOqFTpqb5
Calle 13,Residente o Visitante,La Fokin Moda,6HFRqU7JQf3J4ukXW2NGoA
Jason Mraz,YES! (Commentary),3 Things,4LnRjfzgniqXb24JkoAqzz
Queen,Bohemian Rhapsody,Ay-Oh - Live Aid,6Fl9MoM9BDk6vwbHqBBZeK
Lady Gaga,A Star Is Born Soundtrack,La Vie En Rose,3tv3f29zjhzL3kcvQE8tGl
Jason Mraz,YES! (Commentary),A World with You,6nJzY3SxF0FFGZL1jrN6Kx
Jason Mraz,Love Is a Four Letter Word,Who's Thinking About You Now?,10MItfqc2XgpchP0plPxOl
Imagine Dragons,Night Visions,Cha-Ching (Till We Grow Older),2zfFLgnzc9PspmqKMODS2g
Patricio Rey y sus Redonditos de Ricota,Oktubre,Preso en Mi Ciudad,5ZVVWsoMf7M1MBBi2w2Bye
La Beriso,En Vivo en el Estadio Único,Flores - En Vivo en el Estadio Único,3zLOiFlFq5Wh8qckWyRNqy
Ed Sheeran,x,Afire Love,12B0Twa9kRz45Xw2PgXHJm
La Beriso,En Vivo en el Estadio Único,Argentina (with Diego Bozzalla) - En Vivo en el Estadio Único,26uO2lGtI52oYjAJQwkskC
Red Hot Chili Peppers,Californication,Parallel Universe,1Se0r96r0gnqg67kJPmESc
Red Hot Chili Peppers,Californication,Scar Tissue,1G391cbiT3v3Cywg8T7DM1
Queen,Bohemian Rhapsody,Fat Bottomed Girls - Live In Paris,5Q2cQZKPvF4bpcjV3TCTss
Ed Sheeran,+,The City,4ucfQOYOe1Jz5KqCfpGobp
Fran Busso,Agua y Harina,Mirar al Sol,51aMl9OJF4S2v8Zswuwi2h
Fran Busso,Agua y Harina,El Tiempo,4lEOuDRq9uE5hK794UDIl4
Lady Gaga,A Star Is Born Soundtrack,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj
La Beriso,En Vivo en el Estadio Único,Madrugada (with Néstor Ramljak) - En Vivo en el Estadio Único,0inb8fHqJ8y1BBkwBX7e5b
Bryan Adams,Reckless,Kids Wanna Rock - Live At Hammersmith Odeon/1985,1RNZPvN0jmqRUq6v63IL01
Illya Kuryaki & The Valderramas,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Aguila Amarilla,4wqr7f0FVatXjhYoNbvS9A
Asaf Avidan,"Radio adidas Original Presents: Hits & Remixes, Vol. 2",One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2AnM8lRRJ1mw9bwvHmDW1i
Ed Sheeran,÷,What Do I Know?,2pJZ1v8HezrAoZ0Fhzby92
Ed Sheeran,÷,Nancy Mulligan,35QZaWQRkmnAVqBF1TLCxQ
Niall Horan,Flicker,Since We're Alone,5H1F6IcTDL5hOZjazTzj6F
Imagine Dragons,Night Visions,America,44QumXzhfwNFjpG8SCVR9d
Niall Horan,Flicker,Paper Houses,57AHPLhNAWpiS7g198jeTA
Coro Pascua Joven San Isidro,Nueva Mañana,Chamarrita de la Virgen,6nggrlSS3hzDDnH60FnV2G
Nonpalidece,40 Principales Pop & Rock Nacionales,La Flor (En Vivo),5aj3VbllPBALfnOIrdVe9X
Coldplay,A Head Full of Dreams,A Head Full of Dreams,6f49kbOuQSOsStBpyGvQfA
Maluma,"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",0JoHqmlqE0W0i9prt6kcHR
Lady Gaga,A Star Is Born Soundtrack,Look What I Found,6Id5RM56PFn2hB4I0ox0WA
Anuel AA,Real Hasta la Muerte,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh
La Beriso,En Vivo en el Estadio Único,Mañana - En Vivo en el Estadio Único,2m4tyeCztx46FUfzCiko6a
Ed Sheeran,+,U.N.I.,5Ukzlujip1Slqka5OY82YS
Ed Sheeran,+,Small Bump,4z1O25cq9g2kuJemmUxc21
Arnau Griso,Revolución Bananera,La Casa de Tothom,6A4ThVuJCtxDtMUfHFSmuJ
K'NAAN,Wavin' Flag,Wavin' Flag - Coca-Cola® Celebration Mix,6WFQsZZa81anp9BkqZMyTb
Jason Mraz,YES! (Commentary),Quiet - Commentary,0QNihDafMdgd1dgYbFLZtZ
Jason Mraz,YES! (Commentary),Shine,1XvqwBvy0b59RV9PES1bwl
Justin Bieber,Believe,Beauty And A Beat,0KTsmr6JOuhxZuiXUha1xC
Jason Mraz,We Sing. We Dance. We Steal Things.,Only Human,0dJL53qS9Vc4hLONKPJ7tj
Coro Pascua Joven San Isidro,Estás Aquí,Estás Aquí,20WtVklIS1RWGhulee9pjc
La Franela,40 Principales Pop & Rock Nacionales,Hacer un Puente,3Dt8jFjWpEKuGEUclBY0uu
Jason Mraz,Know.,Making It Up,0nbrLkHXitxgkiJHjLjBIk
Jason Mraz,YES! (Commentary),Long Drive - Commentary,7l004MS1l8ldTEewSGv80G
Coro Pascua Joven San Isidro,Se entregó por mí,Algo de paz,1iQzgWBs0E5aRCe84gIwNA
Jason Mraz,YES! (Commentary),Shine - Commentary,2NDe8AkRC7Ohm3u6ycD8iV
Bryan Adams,Reckless,The Boys Night Out,6OJZcKb3RJ04wrF6l5Zse0
Olly Murs,You Don't Know Love,You Don't Know Love,3Iyzdie1LZW22Z9S2hIvHl
Queen,Bohemian Rhapsody,Bohemian Rhapsody - Live Aid,7xHATAMD7ezTZGYsNAMr5R
Ed Sheeran,x,Shirtsleeves,7awwmuGslmuyhnlpFipDqk
Coldplay,A Head Full of Dreams,Up&Up,31L9yLXSj6LpCFupyMV6CR
Justin Bieber,Believe,Fairytale,7CvCplpla3nyDwftdkG0JE
Arnau Griso,Revolución Bananera,Mil Meses,2JajboeUCfZFIRWcGrIRIg
Niall Horan,Flicker,Mirrors,47YK9mBRXyPF0EFk3KDXrA
Ed Sheeran,÷,Shape of You,7qiZfU4dY1lWllzX7mPBI3
Jason Mraz,Know.,Let's See What The Night Can Do,3dglCYsVMjPbDlU2CC9Vq7
Mancha De Rolando,Viaje,Melodia Simple,2bIxdaCSPJmsDv2z65CtTK
Coldplay,A Head Full of Dreams,Birds,3HWDWyIqWuLsTHECx9DvXF
Bryan Adams,Reckless,Somebody,3KTxIOIZIE7UM6vwCX4Ofv
Ed Sheeran,x,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL
Calle 13,Entren Los Que Quieran,La Vuelta Al Mundo,1jlKdNbOA90rjnt88GJnwO
Queen,Bohemian Rhapsody,Bohemian Rhapsody,3z8h0TU7ReDPLIbEnYhWZb
Calle 13,Residente o Visitante,Uiyi Guaye,1nRuMTaJltcmWvzJnaTgqA
Red Hot Chili Peppers,Californication,Around the World,0aGQHMr7bc23Y9Ts84ffop
Babasónicos,40 Principales Pop & Rock Nacionales,Putita,2aYrTzJwVaYzh6wg7POfkg
Jason Mraz,YES! (Commentary),Best Friend,7vzKaKuEAvVsJzeI3ut3LS
Jason Mraz,We Sing. We Dance. We Steal Things.,Butterfly,095eK5hacN4Y9r7k8TyJ1B
Fito Paez,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,El Cuarto de al Lado,4XJw2ZvetijvyT14wJ1XnV
Red Hot Chili Peppers,Californication,Savior,0O8RjwNco465s5o9Ix9IYj
Train,Bulletproof Picasso,Just a Memory,7zmMQkL7IYtzlA8NkrA68k
Train,California 37,Mermaid,2o3qA8lOCXZ8cRGhuWNT4J
Coro Pascua Joven San Isidro,Nueva Mañana,Dame tus Ojos,4Kb1ahsU6CASH3L2fTnie8
Justin Bieber,Believe,Maria,29U5oQA6is4paPj5m31x4n
Ed Sheeran,x,Runaway,2VmA7bm5ECiYZfw7x4Nzku
Niall Horan,Flicker,Slow Hands,38yBBH2jacvDxrznF7h08J
Coro Pascua Joven San Isidro,Nueva Mañana,Treinta Monedas,37biQ185RLOHoELp6uhNm8
Fran Busso,Agua y Harina,Náufrago,4z7So1Jg2N6HOHto7z5JLT
Lady Gaga,A Star Is Born Soundtrack,Music To My Eyes,5IXk9TVBuxG87sFrwclBJw
Kygo,Higher Love,Higher Love,6oJ6le65B3SEqPwMRNXWjY
Bryan Adams,Reckless,It's Only Love,5xGsNXXTu545MWoeuFfjxT
Coro Pascua Joven San Isidro,Nueva Mañana,Cristo Calla,0cMlhLZI2LGoBzaqe20zpA
Jason Mraz,YES! (Commentary),Long Drive,6keUc6LHhh1HkJfE87bnG9
