trackName,endTime,artistName,msPlayed,uri,duracion_ms,popularidad,danceability
Pursuit Of Happiness - Extended Steve Aoki Remix,2023-01-18 09:04,Kid Cudi,166314,5PX4uS1LqlWEPL69phPVQQ,373626,76,0.722
Put Your Head on My Shoulder,2022-10-10 19:42,Paul Anka,155080,5r8cnleYmzVjuLzVRQXqbW,266866,44,0.25
QUE PRETENDES,2022-08-19 02:47,J Balvin,23608,25ZAibhr3bdlMCLmubZDVt,222346,81,0.639
QUEREME,2022-06-16 22:10,LOUTA,17622692,0bhWW1Bve1Ng6kEm8WjiQA,194840,69,0.795
Querido Tommy,2022-09-12 14:39,Tommy Torres,104297,2JCXcyMXlVywgDJT86wWZW,299786,56,0.536
"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-07 00:55,Bizarrap,23346912,2tTmW7RDtMQtBk7m2rYeSw,198937,93,0.621
Quiero Volver,2023-03-07 18:11,TINI,122790,5NrIX1ozc9LGt19ISgPDIY,183960,7,0.672
Quién Diría - Versión Novela,2022-12-18 00:30,Ricardo Montaner,395061,1Vf8z4kCc1eihrxwt5lcSw,229506,0,0.521
Quiéreme Mientras Se Pueda,2022-09-11 14:39,Manuel Turizo,575835,34LI7rwi9H8w2S5KTHnv1M,191945,70,0.793
Qué Más Pues?,2022-08-19 14:14,J Balvin,3476,6hf0RpxTbOprT5nnwzkk8e,217773,74,0.891
Radar,2022-09-11 19:41,Paz Carrara,8211347,2ZrnMV7mUPqU2qPgFyEa23,162288,32,0.736
Rattle,2023-01-18 09:00,Bingo Players,122154,3uXzBSx2eMKRTEP46SZ2fC,287183,61,0.744
Real G,2022-12-09 18:23,Bad Gyal,965977,6WU2eYUtOL91iROonROPyh,191693,67,0.662
Reasons,2023-03-23 09:57,Khalid,1727,5hrT5sukNbTb6xKPyYdo0I,232024,49,0.76
Rebota,2022-08-19 14:18,Guaynaa,1215,6V6SZ4JbgtGF8owOpUqOah,176259,0,0.939
Recuerdo,2023-03-07 22:34,TINI,204160,3DjInVTE03icrWsq2UZV9n,200960,9,0.797
"Red Light Green Light - For Club Play Only, Pt. 6",2022-10-07 14:45,Duke Dumont,514428,5D1zGVDJTOqwaGSzYw5TtP,211208,64,0.811
Red Red Wine,2022-10-10 19:45,UB40,2969966,4uOKFydzAejjSFqYbv1XPt,183733,76,0.857
Reggaeton,2022-08-19 14:14,J Balvin,1301,2D3z17LBMJ2HEHeBFFjTLi,158800,68,0.747
René,2022-10-07 10:09,Residente,457358,6gm12xlADJwiBbHIKBXzGW,457591,67,0.486
"Residente: Bzrp Music Sessions, Vol. 49",2022-06-23 23:56,Bizarrap,520867,2dG9k8jtnkjzJjUToz9i9i,519289,68,0.586
Respirar,2022-08-18 14:56,Bebe,1276840,5HFOgL611IRiarTnoKyP4C,184973,1,0.587
Respuesta Cero,2022-09-25 04:06,Quevedo,6194114,07piZvs54drv7466oPLTt0,203951,65,0.625
Rock DJ,2022-06-02 21:33,Robbie Williams,378658,4pbyDPjFgfPqFTcIMC8xpK,258560,71,0.708
Rockstar,2022-10-18 16:09,Duki,778030,3RlsVPIIs5KFhLFhxZ4iDF,252040,72,0.616
Rompe RKT - Remix,2022-10-27 15:11,Tomy DJ,831341,5QI329v4FeKyt7pXBYw4cs,151824,55,0.848
Ropa Cara,2023-01-18 13:30,Camilo,163320,7BIy3EGQhg98CsRdKYHnJC,163320,62,0.813
Rottweiler,2022-08-24 16:01,Zeballos,145000,2pOK2GCkKvGamvVG9WgNpX,145000,49,0.682
Rumour Has It,2022-09-09 23:40,Adele,223266,2A73XBDBQgmdXO8VsXPWIs,223266,69,0.612
Runaway,2022-09-10 14:33,AURORA,453063,1v1oIWf2Xgh54kIWuKsDf6,248826,79,0.422
Rutina,2023-03-23 09:53,Myke Towers,3050,3YntiCUU0Xqq0B68FM3YAt,217226,57,0.834
Ríos de Sal,2022-07-23 18:39,Tiago PZK,4275738,2haESupHHRYzhJOg5wcgTf,204170,53,0.592
SHORTY QUE TE VAYA BN <3,2022-07-17 19:49,Rels B,9231193,3CQDFLetMMxD5hzAnUk410,219681,75,0.68
SIN SEÑAL,2022-09-22 21:45,Quevedo,10932245,1Y62KpDaP5MEL43ZcI6IaG,185084,75,0.822
SOLO POR VOS,2023-02-28 02:46,Trueno,3456,5Ejw3lC6Srj8VK4fHgTZAi,199825,61,0.697
SORRY PAPI,2022-09-04 17:15,Bad Bunny,1211636,5jZ32WOU7sqzDYbzINwMUk,163053,73,0.612
STAY (with Justin Bieber),2022-08-28 03:20,The Kid LAROI,5588,5HCyWlXZPP0y6Gqq8TgA20,141805,87,0.591
Sal y Perrea - Remix,2022-08-22 13:32,Sech,197908,1mG8VynhqySA52bALfYrvO,226500,62,0.819
Salgo Pa' la Calle,2022-06-02 21:26,Daddy Yankee,48943,5hpwyyJJ2JyozFVVRJsfLp,267746,68,0.434
Salimo de Noche,2022-06-10 18:43,Tiago PZK,1088863,6P096SaOzrgGxs8NWOfX7M,177857,68,0.669
Santo Grial,2023-01-27 10:54,Dano,1283903,5glEywhgiNEk1GbEqcWfiO,351768,54,0.519
Se Le Ve,2022-08-17 15:26,Dímelo Flow,464222,5W1qmxHrMlQGGAiFA3ZQqP,277693,68,0.562
Sex,2023-04-17 09:54,Cheat Codes,8960,2jfmh71b4cFtelf8KOJT60,228361,0,0.51
"Shakira: Bzrp Music Sessions, Vol. 53",2023-01-12 08:12,Bizarrap,4631897,4nrPB8O7Y7wsOCJdgXkthe,214945,94,0.778
Shape of You,2023-03-02 19:32,Ed Sheeran,136834,7qiZfU4dY1lWllzX7mPBI3,233712,89,0.825
She Don't Give a Fo,2022-06-02 01:19,Duki,4998990,03a359wbiUsjN9h6yzXvmS,209531,79,0.854
Si Estuviésemos Juntos,2022-07-27 22:04,Bad Bunny,1557538,35wvL50xvKpCHEJPxLOLPI,169247,83,0.672
Si Quieren Frontear,2022-06-10 20:50,Duki,5153978,6bQ5823aHmFVKLZW8E7rRo,200337,70,0.789
Si Se Da,2023-03-27 09:59,Myke Towers,2175,5KbBGUpIZd6gVFUU8tqYiQ,237013,62,0.83
Si Se Da - Remix,2022-08-22 12:37,Myke Towers,521978,6K5BsR04ijf3FHNzjbaagD,332240,78,0.817
Sick Of Being Told,2023-01-12 13:38,Grace VanderWaal,231453,4nOKwZf1XRw2gI4FGAGhXf,231453,36,0.868
Sign of the Times,2023-03-11 15:45,Harry Styles,340706,5Ohxk2dO5COHF1krpoPigN,340706,86,0.516
Sigue Bailandome,2022-09-08 15:06,Yannc,704882,0GmiGIxXDNrePrHBpijYDp,352441,75,0.799
Silencio,2022-09-12 00:05,Francisco Paseyro,252703,4LgmxWObE05d1imrcLHDie,228879,19,0.71
Sink,2022-07-17 20:12,Noah Kahan,648411,3EIaMTBMRM42nbEROLg7cZ,227066,43,0.568
Sirenas,2022-09-13 18:51,Taburete,379226,4unOsvr9C2NqI9aJXrxpCy,184250,2,0.686
Skin,2022-09-09 22:58,Sabrina Carpenter,265892,03B2SfXuvDh1m9F4tqrX07,177500,68,0.557
Skinny Love,2023-05-15 17:47,Birdy,374096,4RL77hMWUq35NYnPLXBpih,201080,73,0.379
Small Worlds,2022-11-23 15:31,Mac Miller,214681,4gT3mNJA8lnlkYFqGZ8IA2,271733,80,0.516
Snow (Hey Oh),2023-05-11 15:11,Red Hot Chili Peppers,351978,2aibwv5hGXSgw7Yru8IYTO,334666,81,0.427
Sobredosis (feat. Ozuna),2023-01-09 17:43,Romeo Santos,1126265,1WbXIpiGBJkCiv3hn40iPB,198332,77,0.759
Sola - Neuen Live Sessions - En Vivo,2022-06-07 10:28,Tiago PZK,2672487,4P1T0qUkqIVuByWA8i1SQV,196600,57,0.445
Solamente tú,2023-01-29 13:45,Pablo Alborán,598289,7sRXhReWmJF5pqyg3uUTES,247186,73,0.519
Some People Say - Radio Edit,2023-01-18 08:58,Semedo,2240,5GCdBZ6QzW3lWbMJEwYx6k,177432,58,0.873
Someone You Loved,2022-10-11 17:48,Lewis Capaldi,2410,5aQDkvNNDDfwD2XHtW9xjq,148219,58,0.631
Something in the Orange,2022-09-10 15:49,Zach Bryan,3529602,3WMj8moIAXJhHsyLaqIIHI,228013,88,0.369
Sonreír - Versión Acústica,2022-09-10 22:36,KURT,741248,6bK1Dzmy41YKrGVitOejNu,208729,45,0.886
Soy,2022-10-05 21:06,Cruzando El Charco,198868,2eucmvlETqs4wRhvvThfEm,191530,0,0.672
Stay,2022-09-08 23:19,Miley Cyrus,1100781,0Ohi2pjBS1yak2BSgJRaIs,261906,58,0.583
Stick Season,2022-08-06 02:09,Noah Kahan,6374922,0GNVXNz7Jkicfk2mp5OyG5,182346,73,0.664
Stitches,2023-03-23 09:57,Conor Maynard,1877,2I8Z8AjStXpjXowdnrwePA,162000,50,0.612
Stolen Dance,2022-10-07 14:55,Milky Chance,782273,2jiPHbFX5XM8TjaTfYJ0eo,313684,5,0.885
Stop It,2023-01-18 08:56,FISHER,7061,4qetR2UUyBeUrJ9DbYrpVQ,163790,71,0.86
Story of My Life,2022-09-10 14:25,One Direction,149802,4nVBt6MZDDP6tRVdQTgxJg,245493,85,0.6
Strong,2022-09-13 10:16,One Direction,1718,4LduFQwF11Mno3x9FsfoJH,194053,0,0.257
Supermarket Flowers,2023-05-12 10:12,Ed Sheeran,359618,4VuS959DSpr82t3qBqCrWG,221106,77,0.589
Sweet Caroline,2023-05-15 10:09,Neil Diamond,602367,3zByVQLvdXUaDTubfWkpCk,203573,0,0.529
Sweet Creature,2023-05-15 17:14,Harry Styles,1205929,5kRPPEWFJIMox5qIkQkiz5,224866,76,0.427
Sweet Home Alabama,2023-05-11 17:14,Lynyrd Skynyrd,726613,7e89621JPkKaeDSTQ3avtg,283800,84,0.596
Sé Que Te Duele,2022-06-21 15:31,Alejandro Fernández,2722161,5vZfgeDfNhlkKeJqjzSAmg,228146,0,0.682
Súbelo,2022-08-18 17:24,Anuel AA,722292,3fHEwAssCgM4wJYdjT5Ch0,239797,69,0.625
T.T.I.,2022-08-18 14:28,Rauw Alejandro,565024,4gPpYLervKt4cXmhUjpYLj,154093,65,0.764
TERRAZA,2022-06-08 21:05,WOS,8186851,6cLWKCBNawunqBHmyzdG7v,234949,0,0.7
TUS LÁGRIMAS,2022-06-02 00:57,Mora,3112145,30W8VKHrAZmHzObnwAoc1u,174482,76,0.683
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2022-08-22 02:38,DJ Snake,1983,4w8niZpiMy6qz1mntFA5uM,212500,79,0.842
Tal Vez,2022-06-22 13:48,Paulo Londra,512440,46lvmzK8wxAy66tjzXXSh0,264483,65,0.849
Talking to the Moon,2022-09-10 14:25,Ashley Marina,193272,1wVuPmvt6AWvTL5W2GJnzZ,217866,77,0.498
Talking to the Moon - Acoustic Piano,2023-01-09 16:42,Bruno Mars,50881,6YKT5HoPwjTwhHiCNQsBMK,217753,56,0.361
Tamagotchi,2023-02-13 09:50,GUNTTER,4082951,0ztgfQJ8raYUjuuJC8Ik42,151000,40,0.87
Te Amo,2022-07-09 03:43,Makano,183360,2RVrdr062uLFxXwIxwdXPH,201122,76,0.849
Te Amo en la Distancia,2023-01-12 13:24,Piso 21,1194,5GTcftLHMUB2vx35YjKRNV,191133,0,0.292
Te La Dedico,2023-03-05 17:48,Jay Wheeler,2267175,6z3IrUfL5HxmpH0Xt84Es8,231724,57,0.783
Te Mentiría,2022-08-01 13:04,La K'onga,504184,3LSRGvBWTdnUBJC32oBFnZ,227800,55,0.748
Te Mentiría Remix,2022-06-02 21:33,Luck Ra,1542063,1txrFHh4XUU3Kp8HcD2TFW,172259,66,0.739
Te Olvidaré,2023-03-08 09:45,TINI,1363852,4jrZI0XdexLjrHlBwLbhzL,185426,58,0.684
Te Quiero Más,2023-03-07 17:49,TINI,212447,6fUxjpkdzip1MObtLaSgKQ,205173,8,0.881
Te Robo,2023-01-12 13:24,Fer Palacio,917,0GgKQVNOLLfgSg2RzH5Gz8,184812,23,0.591
Te Voy A Amar,2022-12-18 14:12,Axel,136021,0lAclTF9UMJEfniMYeGi9m,253240,0,0.604
Tear in My Heart,2023-03-24 19:24,Twenty One Pilots,118997,3bnVBN67NBEzedqQuWrpP4,188493,75,0.655
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",2022-10-20 15:43,KHEA,305143,3R1yxKhYKoXqaztyQflEH8,269538,56,0.803
Tengo Tu Love,2022-09-11 13:49,Sie7e,794911,2hgzokI1dOZAxs5PUG0gBT,231573,64,0.702
Tequila,2022-10-10 19:28,Dan + Shay,7176,7Il2yWQmsqKgSkLQvHTPUI,195986,64,0.474
The Bidding,2022-10-20 11:07,Tally Hall,174087,0HBrtXJohbIW4IhPZ50GmH,160613,72,0.538
The Climb,2022-07-26 18:22,Miley Cyrus,1155647,5x5JM1BSB6vollcIzDocqT,234520,77,0.336
The Game,2022-10-06 14:54,Milky Chance,185576,3SizzG7euVFFLsSkpiT6rf,213280,48,0.723
The Greatest Show,2022-12-28 02:16,Hugh Jackman,272618,4ylWMuGbMXNDgDd8lErEle,302146,73,0.417
The Time (Dirty Bit),2023-01-18 09:04,Black Eyed Peas,2304,7vWFaMq63AwkFDhS2OAg5u,307640,72,0.816
This Is Me,2023-03-23 09:52,Demi Lovato,189173,45aBsnKRWUzhwbcqOJLwfe,234706,75,0.284
This Town,2022-08-28 15:49,Niall Horan,2492000,0qvzXomUDJVaUboy2wMfiS,232852,81,0.677
Those Eyes,2022-10-05 00:34,New West,3063875,2GThBgzZoZfz0lx1JjBwfe,220750,41,0.597
"Tiago PZK: Bzrp Music Sessions, Vol. 48",2022-06-02 00:57,Bizarrap,7872767,2Gq636OOGgxCTqEuzCZhsa,160000,10,0.656
To Die For,2022-09-10 14:58,Sam Smith,4813,2ZTYlnhhV1UAReg7wIGolx,193795,68,0.483
Tokyo Drift,2022-10-07 14:11,businessman,31278,20WcuVfTh0QFkIsJUncdON,222857,3,0.844
Told You So,2022-09-26 23:08,Little Mix,135104,3Mvd9KPeMf2YQa1MiQGKmV,192853,50,0.666
Tough (feat. Noah Kahan),2022-07-17 20:06,Quinn XCII,712532,3a1Zmq0P1E6W80x8EOcVNP,178133,59,0.729
"Trueno: Bzrp Music Sessions, Vol. 16",2022-07-12 18:20,Bizarrap,101738,7ouulWlZPefmEIGYWNyiPH,158983,62,0.726
Truth Hurts,2023-05-12 10:14,Lizzo,12457,5qmq61DAAOUaW8AUo8xKhh,173325,63,0.715
Tu Pollo,2022-08-18 14:31,Justin Quiles,553470,6XSzJ3PyaVHjyTuFvnCLlE,184490,58,0.535
Tu Sin Mi,2022-10-12 22:23,Dread Mar I,3204,0Emn4SJi0WQ3G2KGGNcPdg,231305,0,0.545
Tu ingratitud,2023-03-24 19:22,La Champions Liga,3258,44Whu9jpqX07oJImn5WsTA,200266,11,0.645
Tu jardín con enanitos,2023-03-20 22:30,Melendi,328054,6yCjU5j6YHbux2VQCBTTE1,236975,74,0.721
"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",2022-10-27 13:39,Neo Pistea,983866,0OWcpVA83HI8Pb5DybDuoX,456939,67,0.882
Two Ghosts,2023-03-11 15:54,Harry Styles,229813,4B1rpPmQXwj78wk6aIGwwU,229813,73,0.386
Tú,2023-01-12 10:29,Shakira,805789,7xX3wvvcZvxGCa06KlgTCp,204746,74,0.805
Tú no me conoces,2023-03-23 09:58,Danny Ocean,149767,2ENHU0Zzp2BwZLr3Cyesc1,149787,57,0.785
ULTRA SOLO,2022-06-02 00:57,Polimá Westcoast,4975122,0OTNHGKcqQbk51bOYe462Y,227220,78,0.802
Un Año,2022-09-08 23:14,Sebastian Yatra,667251,5BDP2tky8oMQJPS33frKVp,164440,68,0.771
Un Beso en Madrid,2022-07-26 03:31,TINI,1120569,0KTwYI4vwidX9qip7ViAEQ,143197,11,0.358
Un Día Más,2022-09-25 16:29,Emporio,193872,0fvcv2fMSlI6ZyoKOaN7aQ,199640,0,0.567
Una Vaina Loca,2022-07-09 03:58,Fuego,1485225,2qEoAz0i6yEz5dPggABcLH,226187,75,0.811
Una Vela,2022-10-20 10:21,Intoxicados,32208,5TQlPe23rDgLkgbpEgWUnI,273280,55,0.821
Unfollow,2022-07-12 18:18,Duki,1106079,7hQ7cmGKutObir5aHjkHPH,201120,41,0.536
Up All Night,2022-09-12 15:46,One Direction,194693,1mpD5Q8IM32I4bF6eCpU74,157220,65,0.665
Upside Down,2022-07-17 20:00,Jeremy Zucker,338772,3vzT5SNVL3vaDeAgnG9QhF,169386,42,0.666
Use Somebody/Treat You Better - MTV Unplugged,2022-10-07 14:07,Shawn Mendes,81623,19hH4yie18qtWBgebMJOGg,316440,0,0.328
VISTA AL MAR,2022-09-22 21:42,Quevedo,16652534,7iwJOi3hlMqZt6pj1sQOBj,180672,79,0.759
VIVIR ASÍ ES MORIR DE AMOR,2022-08-13 04:45,NATHY PELUSO,1029516,75HnDKDqsmEzdOKFWe5FZS,257379,67,0.62
Vas A Quedarte,2023-01-18 11:44,Aitana,1096331,2b3JxLi8KAiOsD8ehnOxDZ,226213,54,0.395
Venganza,2022-06-23 23:19,No Te Va Gustar,1642750,0QBMEboyu2DxFTKGbI5nl7,202376,59,0.51
Verano,2022-10-09 17:43,Valen,1462,5NgHXu1HYcOFRcYpsrs6cT,185170,50,0.811
Vida Gangster,2023-02-02 12:35,Lauty Gram,8136301,4I4FFtKZLtyqw4he9pPtL7,170058,81,0.693
Viejo,2022-09-10 22:29,Las Pastillas del Abuelo,708657,2zelxGjN9WAtjWyOZy2JyX,238986,0,0.674
Volando - Remix,2022-11-16 01:53,Mora,1580084,0G2zPzWqVjR68iNPmx2TBe,273474,81,0.659
Volar,2022-09-12 00:13,Macaco,298418,2W7dvnZHuATpy9jKot6wS3,211293,52,0.719
Volare,2022-07-11 05:21,Danny Ocean,3335911,6TCnhziFkBPhOTqvh8zVDU,147598,68,0.753
Volaré,2022-08-30 13:55,Benjamín Amadeo,206013,34mvkVskpYxe7CfkEs3XCY,206013,55,0.63
Volví a Nacer,2023-01-18 11:32,Carlos Vives,222213,6Al0Kpd4VrRZ0Z4kTThNPa,222213,70,0.588
Vuelve,2022-08-13 04:08,Danny Ocean,1185499,3wGRfBDRNQb0nFDFrUPvq6,225213,69,0.692
Vámonos,2022-08-26 15:33,Benjamín Amadeo,167555,4Uc8YalUCcHZtZK25oB4Fy,142212,43,0.501
Vámonos a Marte,2022-09-10 16:49,Kevin Kaarl,374091,2TzkIzgzIHhewMxyh1u4hh,179094,78,0.675
WHEN I WAS OLDER - Music Inspired By The Film ROMA,2023-03-20 18:36,Billie Eilish,270519,7tGEAA1f8MydT7eVbbO9Zy,270519,65,0.696
WITHOUT YOU,2022-10-07 14:27,The Kid LAROI,161384,27OeeYzk6klgBh83TSvGMA,161384,31,0.662
Walking in the Wind,2022-09-10 00:03,One Direction,202640,1ZycJRpLOazlLcoFGxGROO,202640,70,0.687
Wao,2022-06-02 01:10,Sech,2117632,2B4nQ6yvVVBMqfgOrYtubb,178266,60,0.709
Wapo Traketero,2022-11-23 16:10,Nicki Nicole,1444769,5ctNuquTVDsfMb9jKzsYu0,181000,63,0.759
We Are The Champions - Remastered 2011,2023-05-12 10:16,Queen,170478,1lCRw5FEZ1gPDNPzy1K4zW,179200,76,0.268
We Don't Have To Take Our Clothes Off - Remastered 2015,2023-03-05 02:33,Ella Eyre,1373341,49GpGYGli1xcxovgYf0k4c,236293,69,0.56
What About Us,2023-03-27 16:21,P!nk,20096,2YgELZy2uB3JbIOxqIY6iD,221906,0,0.705
When I Look At You,2022-06-28 21:52,Miley Cyrus,1266836,6ZfXA2xakAvphXOSOJ3u1W,248586,72,0.459
Wolves,2022-09-13 10:03,One Direction,18993,7EmGUiUaOSGDnUUQUDrOXC,197993,0,0.715
Wos VS. Aczino - Final (Live),2023-01-12 13:24,Red Bull Batalla,426,2jOMV8s95OwdmgCQM9mYci,647898,34,0.538
Would You Mind,2022-10-08 05:09,PRETTYMUCH,3562,7qgMAncPInQs7YxUN4jppy,179689,8,0.645
X,2022-09-08 23:36,Nicky Jam,172854,39N9RPD9MRb5WmoLzNzPeA,173627,1,0.595
Y Yo No Sé,2023-04-20 09:45,Paulo Londra,190497,5tCIr5bTv77OTVBvwLtlSM,190497,59,0.845
Ya Me Enteré,2022-06-21 15:06,Reik,408346,0lPXFrKyl8HkdQ2E6NmNja,204173,78,0.619
YaMeFui,2022-08-02 14:16,Bizarrap,1702897,42ahuAFlYGjIGBpVdHcLij,182594,69,0.785
Yay,2022-08-11 14:52,Nines,1328240,4vXzVpUyvycqpJV5sE1QuT,194823,60,0.382
"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",2023-05-11 10:33,Morat,310522,63udHMyYjnnnojax4x26tO,177946,0,0.729
"Yo x Ti, Tu x Mi",2022-08-19 13:18,ROSALÍA,1536,7BlBVFwvbWvcwNcUarQmjk,201040,76,0.78
You're Beautiful,2023-01-09 18:21,James Blunt,1475883,0vg4WnUWvze6pBOJDTq99k,209493,78,0.675
You're Gonna Live Forever in Me,2023-01-12 13:07,John Mayer,190013,51lPx6ZCSalL2kvSrDUyJc,190013,78,0.542
Young Blood,2022-09-01 01:11,Noah Kahan,208533,20OrSCxQNhfAtiWtbLn3hf,208853,0,0.569
Young Dumb & Broke,2022-10-20 11:21,Khalid,202546,5Z3GHaZ6ec9bsiI5BenrbY,202546,82,0.799
Younger Now,2023-01-09 18:23,Miley Cyrus,896,2fGxYYMQbVqgIdaqfz2OwA,248773,60,0.548
Zafar,2022-10-05 20:35,La Vela Puerca,271380,0ZYcjnsXrs7BxWGnU0uVeV,262000,0,0.664
"always, i'll care",2022-09-10 14:09,Jeremy Zucker,146160,0rbKrBvZUYY9GN9l057BuY,146160,74,0.732
bad guy,2023-03-20 18:29,Billie Eilish,188463,2Fxmhks0bxGSBdJ92vM42m,194087,84,0.701
bad guy (with Justin Bieber),2022-10-06 15:01,Billie Eilish,89408,3yNZ5r3LKfdmjoS3gkhUCT,194839,68,0.67
blazed (feat. Pharrell Williams),2022-09-09 14:56,Ariana Grande,6673,4mLkiFppf8Xvem6BSY34qw,196360,56,0.795
breathin,2022-10-05 13:50,Ariana Grande,24234,4OafepJy2teCjYJbvFE60J,198160,73,0.568
changes,2022-10-10 21:15,XXXTENTACION,121886,7AFASza1mXqntmGtbxXprO,121886,80,0.669
comethru,2023-03-24 18:37,Jeremy Zucker,60461,18uwL0vNUanqZH0ro2QcOP,181613,79,0.795
die first,2022-07-06 21:18,Nessa Barrett,3781295,21szgNA72iLwvBxHQLgwBh,177108,70,0.444
drivers license,2022-06-28 19:37,Olivia Rodrigo,3155824,7lPN2DXiMsVn7XUKtOW1CS,242013,29,0.585
enough for you,2022-06-28 21:36,Olivia Rodrigo,2894860,2TOzTqQXNmR2zDJXihjZ2e,202826,77,0.638
feel like shit,2022-09-09 23:05,Tate McRae,408628,2EBnvom1dTybtm75a3Xh1T,204314,69,0.508
"fuck, i’m lonely - stripped",2023-03-24 19:22,Lauv,187333,7ewJnOo2axdRsQhEwR9i9x,187333,0,0.735
good 4 u,2022-06-28 21:32,Olivia Rodrigo,2443741,6PERP62TejQjgHu81OHxgM,178147,24,0.556
"i hate u, i love u (feat. olivia o'brien)",2022-10-13 22:50,gnash,103765,7vRriwrloYVaoAe3a9wJHe,251033,79,0.492
la balada,2022-06-02 02:39,Emilia,2462523,5hgjF68xugLDOyLSjfe8QN,165959,58,0.687
lo que hay x aquí,2023-03-11 14:42,Rels B,5748554,5IlLm20JXhKbMtsH20NblC,155031,83,0.807
love nwantiti (ah ah ah),2022-06-28 20:08,CKay,473550,2Xr1dTzJee307rmrkt8c0g,145800,83,0.727
ocean eyes,2023-03-27 23:32,Billie Eilish,200379,7hDVYcQq6MxkdJGweuCtl9,200379,83,0.511
qué le pasa conmigo?,2023-04-20 09:39,Nicki Nicole,4633106,4TrYGTVgWOe2s3ZPn5qFTa,167251,82,0.833
scared,2023-03-24 20:36,Jeremy Zucker,28382,6r2JV75tE0vNgNCv4HKsBC,207520,64,0.583
supercuts,2022-09-10 13:52,Jeremy Zucker,5226,4PyMK7JTcu6l30D8KogokR,206599,62,0.807
that way,2022-09-09 23:17,Tate McRae,365198,7l97ElWmIdVHWUaOeeU5ZC,175026,79,0.453
you were good to me,2022-09-10 15:24,Jeremy Zucker,171349,4CxFN5zON70B3VOPBYbd6P,219146,76,0.561
"¿CÓMO TE VA, QUERIDA?",2022-07-30 14:20,Rels B,3035622,1uiX0bdc2sPHcL1k02bC2G,206943,47,0.919
¿Qué Ganas?,2022-07-04 17:11,Morat,2910284,24O1dTyT0zcs4fnQHm6OQB,212225,66,0.569
