trackName,endTime,artistName,msPlayed,uri
T.T.I.,2022-08-18 14:28,Rauw Alejandro,565024,4gPpYLervKt4cXmhUjpYLj
TERRAZA,2022-06-08 21:05,WOS,8186851,6cLWKCBNawunqBHmyzdG7v
TUS LÁGRIMAS,2022-06-02 00:57,Mora,3112145,30W8VKHrAZmHzObnwAoc1u
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2022-08-22 02:38,DJ Snake,1983,4w8niZpiMy6qz1mntFA5uM
Tal Vez,2022-06-22 13:48,Paulo Londra,512440,46lvmzK8wxAy66tjzXXSh0
Talking to the Moon,2022-09-10 14:25,Ashley Marina,193272,1wVuPmvt6AWvTL5W2GJnzZ
Talking to the Moon - Acoustic Piano,2023-01-09 16:42,Bruno Mars,50881,6YKT5HoPwjTwhHiCNQsBMK
Tamagotchi,2023-02-13 09:50,GUNTTER,4082951,0ztgfQJ8raYUjuuJC8Ik42
Te Amo,2022-07-09 03:43,Makano,183360,2RVrdr062uLFxXwIxwdXPH
Te Amo en la Distancia,2023-01-12 13:24,Piso 21,1194,5GTcftLHMUB2vx35YjKRNV
Te La Dedico,2023-03-05 17:48,Jay Wheeler,2267175,6z3IrUfL5HxmpH0Xt84Es8
Te Mentiría,2022-08-01 13:04,La K'onga,504184,3LSRGvBWTdnUBJC32oBFnZ
Te Mentiría Remix,2022-06-02 21:33,Luck Ra,1542063,1txrFHh4XUU3Kp8HcD2TFW
Te Olvidaré,2023-03-08 09:45,TINI,1363852,4jrZI0XdexLjrHlBwLbhzL
Te Quiero Más,2023-03-07 17:49,TINI,212447,6fUxjpkdzip1MObtLaSgKQ
Te Robo,2023-01-12 13:24,Fer Palacio,917,0GgKQVNOLLfgSg2RzH5Gz8
Te Voy A Amar,2022-12-18 14:12,Axel,136021,0lAclTF9UMJEfniMYeGi9m
Tear in My Heart,2023-03-24 19:24,Twenty One Pilots,118997,3bnVBN67NBEzedqQuWrpP4
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",2022-10-20 15:43,KHEA,305143,3R1yxKhYKoXqaztyQflEH8
Tengo Tu Love,2022-09-11 13:49,Sie7e,794911,2hgzokI1dOZAxs5PUG0gBT
Tequila,2022-10-10 19:28,Dan + Shay,7176,7Il2yWQmsqKgSkLQvHTPUI
The Bidding,2022-10-20 11:07,Tally Hall,174087,0HBrtXJohbIW4IhPZ50GmH
The Climb,2022-07-26 18:22,Miley Cyrus,1155647,5x5JM1BSB6vollcIzDocqT
The Game,2022-10-06 14:54,Milky Chance,185576,3SizzG7euVFFLsSkpiT6rf
The Greatest Show,2022-12-28 02:16,Hugh Jackman,272618,4ylWMuGbMXNDgDd8lErEle
The Time (Dirty Bit),2023-01-18 09:04,Black Eyed Peas,2304,7vWFaMq63AwkFDhS2OAg5u
This Is Me,2023-03-23 09:52,Demi Lovato,189173,45aBsnKRWUzhwbcqOJLwfe
This Town,2022-08-28 15:49,Niall Horan,2492000,0qvzXomUDJVaUboy2wMfiS
Those Eyes,2022-10-05 00:34,New West,3063875,2GThBgzZoZfz0lx1JjBwfe
"Tiago PZK: Bzrp Music Sessions, Vol. 48",2022-06-02 00:57,Bizarrap,7872767,2Gq636OOGgxCTqEuzCZhsa
To Die For,2022-09-10 14:58,Sam Smith,4813,2ZTYlnhhV1UAReg7wIGolx
Tokyo Drift,2022-10-07 14:11,businessman,31278,20WcuVfTh0QFkIsJUncdON
Told You So,2022-09-26 23:08,Little Mix,135104,3Mvd9KPeMf2YQa1MiQGKmV
Tough (feat. Noah Kahan),2022-07-17 20:06,Quinn XCII,712532,3a1Zmq0P1E6W80x8EOcVNP
"Trueno: Bzrp Music Sessions, Vol. 16",2022-07-12 18:20,Bizarrap,101738,7ouulWlZPefmEIGYWNyiPH
Truth Hurts,2023-05-12 10:14,Lizzo,12457,5qmq61DAAOUaW8AUo8xKhh
Tu Pollo,2022-08-18 14:31,Justin Quiles,553470,6XSzJ3PyaVHjyTuFvnCLlE
Tu Sin Mi,2022-10-12 22:23,Dread Mar I,3204,0Emn4SJi0WQ3G2KGGNcPdg
Tu ingratitud,2023-03-24 19:22,La Champions Liga,3258,44Whu9jpqX07oJImn5WsTA
Tu jardín con enanitos,2023-03-20 22:30,Melendi,328054,6yCjU5j6YHbux2VQCBTTE1
"Tumbando el Club (feat. C.R.O, Obiewanshot, YSY A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",2022-10-27 13:39,Neo Pistea,983866,0OWcpVA83HI8Pb5DybDuoX
Two Ghosts,2023-03-11 15:54,Harry Styles,229813,4B1rpPmQXwj78wk6aIGwwU
Tú,2023-01-12 10:29,Shakira,805789,7xX3wvvcZvxGCa06KlgTCp
Tú no me conoces,2023-03-23 09:58,Danny Ocean,149767,2ENHU0Zzp2BwZLr3Cyesc1
ULTRA SOLO,2022-06-02 00:57,Polimá Westcoast,4975122,0OTNHGKcqQbk51bOYe462Y
Un Año,2022-09-08 23:14,Sebastian Yatra,667251,5BDP2tky8oMQJPS33frKVp
Un Beso en Madrid,2022-07-26 03:31,TINI,1120569,0KTwYI4vwidX9qip7ViAEQ
Un Día Más,2022-09-25 16:29,Emporio,193872,0fvcv2fMSlI6ZyoKOaN7aQ
Una Vaina Loca,2022-07-09 03:58,Fuego,1485225,2qEoAz0i6yEz5dPggABcLH
Una Vela,2022-10-20 10:21,Intoxicados,32208,5TQlPe23rDgLkgbpEgWUnI
Unfollow,2022-07-12 18:18,Duki,1106079,7hQ7cmGKutObir5aHjkHPH
Up All Night,2022-09-12 15:46,One Direction,194693,1mpD5Q8IM32I4bF6eCpU74
Upside Down,2022-07-17 20:00,Jeremy Zucker,338772,3vzT5SNVL3vaDeAgnG9QhF
Use Somebody/Treat You Better - MTV Unplugged,2022-10-07 14:07,Shawn Mendes,81623,19hH4yie18qtWBgebMJOGg
VISTA AL MAR,2022-09-22 21:42,Quevedo,16652534,7iwJOi3hlMqZt6pj1sQOBj
VIVIR ASÍ ES MORIR DE AMOR,2022-08-13 04:45,NATHY PELUSO,1029516,75HnDKDqsmEzdOKFWe5FZS
Vas A Quedarte,2023-01-18 11:44,Aitana,1096331,2b3JxLi8KAiOsD8ehnOxDZ
Venganza,2022-06-23 23:19,No Te Va Gustar,1642750,0QBMEboyu2DxFTKGbI5nl7
Verano,2022-10-09 17:43,Valen,1462,5NgHXu1HYcOFRcYpsrs6cT
Vida Gangster,2023-02-02 12:35,Lauty Gram,8136301,4I4FFtKZLtyqw4he9pPtL7
Viejo,2022-09-10 22:29,Las Pastillas del Abuelo,708657,2zelxGjN9WAtjWyOZy2JyX
Volando - Remix,2022-11-16 01:53,Mora,1580084,0G2zPzWqVjR68iNPmx2TBe
Volar,2022-09-12 00:13,Macaco,298418,2W7dvnZHuATpy9jKot6wS3
Volare,2022-07-11 05:21,Danny Ocean,3335911,6TCnhziFkBPhOTqvh8zVDU
Volaré,2022-08-30 13:55,Benjamín Amadeo,206013,34mvkVskpYxe7CfkEs3XCY
Volví a Nacer,2023-01-18 11:32,Carlos Vives,222213,6Al0Kpd4VrRZ0Z4kTThNPa
Vuelve,2022-08-13 04:08,Danny Ocean,1185499,3wGRfBDRNQb0nFDFrUPvq6
Vámonos,2022-08-26 15:33,Benjamín Amadeo,167555,4Uc8YalUCcHZtZK25oB4Fy
Vámonos a Marte,2022-09-10 16:49,Kevin Kaarl,374091,2TzkIzgzIHhewMxyh1u4hh
WHEN I WAS OLDER - Music Inspired By The Film ROMA,2023-03-20 18:36,Billie Eilish,270519,7tGEAA1f8MydT7eVbbO9Zy
WITHOUT YOU,2022-10-07 14:27,The Kid LAROI,161384,27OeeYzk6klgBh83TSvGMA
Walking in the Wind,2022-09-10 00:03,One Direction,202640,1ZycJRpLOazlLcoFGxGROO
Wao,2022-06-02 01:10,Sech,2117632,2B4nQ6yvVVBMqfgOrYtubb
Wapo Traketero,2022-11-23 16:10,Nicki Nicole,1444769,5ctNuquTVDsfMb9jKzsYu0
We Are The Champions - Remastered 2011,2023-05-12 10:16,Queen,170478,1lCRw5FEZ1gPDNPzy1K4zW
We Don't Have To Take Our Clothes Off - Remastered 2015,2023-03-05 02:33,Ella Eyre,1373341,49GpGYGli1xcxovgYf0k4c
What About Us,2023-03-27 16:21,P!nk,20096,2YgELZy2uB3JbIOxqIY6iD
When I Look At You,2022-06-28 21:52,Miley Cyrus,1266836,6ZfXA2xakAvphXOSOJ3u1W
Wolves,2022-09-13 10:03,One Direction,18993,7EmGUiUaOSGDnUUQUDrOXC
Wos VS. Aczino - Final (Live),2023-01-12 13:24,Red Bull Batalla,426,2jOMV8s95OwdmgCQM9mYci
Would You Mind,2022-10-08 05:09,PRETTYMUCH,3562,7qgMAncPInQs7YxUN4jppy
X,2022-09-08 23:36,Nicky Jam,172854,39N9RPD9MRb5WmoLzNzPeA
Y Yo No Sé,2023-04-20 09:45,Paulo Londra,190497,5tCIr5bTv77OTVBvwLtlSM
Ya Me Enteré,2022-06-21 15:06,Reik,408346,0lPXFrKyl8HkdQ2E6NmNja
YaMeFui,2022-08-02 14:16,Bizarrap,1702897,42ahuAFlYGjIGBpVdHcLij
Yay,2022-08-11 14:52,Nines,1328240,4vXzVpUyvycqpJV5sE1QuT
"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",2023-05-11 10:33,Morat,310522,63udHMyYjnnnojax4x26tO
"Yo x Ti, Tu x Mi",2022-08-19 13:18,ROSALÍA,1536,7BlBVFwvbWvcwNcUarQmjk
You're Beautiful,2023-01-09 18:21,James Blunt,1475883,0vg4WnUWvze6pBOJDTq99k
You're Gonna Live Forever in Me,2023-01-12 13:07,John Mayer,190013,51lPx6ZCSalL2kvSrDUyJc
Young Blood,2022-09-01 01:11,Noah Kahan,208533,20OrSCxQNhfAtiWtbLn3hf
Young Dumb & Broke,2022-10-20 11:21,Khalid,202546,5Z3GHaZ6ec9bsiI5BenrbY
Younger Now,2023-01-09 18:23,Miley Cyrus,896,2fGxYYMQbVqgIdaqfz2OwA
Zafar,2022-10-05 20:35,La Vela Puerca,271380,0ZYcjnsXrs7BxWGnU0uVeV
"always, i'll care",2022-09-10 14:09,Jeremy Zucker,146160,0rbKrBvZUYY9GN9l057BuY
bad guy,2023-03-20 18:29,Billie Eilish,188463,2Fxmhks0bxGSBdJ92vM42m
bad guy (with Justin Bieber),2022-10-06 15:01,Billie Eilish,89408,3yNZ5r3LKfdmjoS3gkhUCT
blazed (feat. Pharrell Williams),2022-09-09 14:56,Ariana Grande,6673,4mLkiFppf8Xvem6BSY34qw
breathin,2022-10-05 13:50,Ariana Grande,24234,4OafepJy2teCjYJbvFE60J
changes,2022-10-10 21:15,XXXTENTACION,121886,7AFASza1mXqntmGtbxXprO
comethru,2023-03-24 18:37,Jeremy Zucker,60461,18uwL0vNUanqZH0ro2QcOP
die first,2022-07-06 21:18,Nessa Barrett,3781295,21szgNA72iLwvBxHQLgwBh
drivers license,2022-06-28 19:37,Olivia Rodrigo,3155824,7lPN2DXiMsVn7XUKtOW1CS
enough for you,2022-06-28 21:36,Olivia Rodrigo,2894860,2TOzTqQXNmR2zDJXihjZ2e
feel like shit,2022-09-09 23:05,Tate McRae,408628,2EBnvom1dTybtm75a3Xh1T
"fuck, i’m lonely - stripped",2023-03-24 19:22,Lauv,187333,7ewJnOo2axdRsQhEwR9i9x
good 4 u,2022-06-28 21:32,Olivia Rodrigo,2443741,6PERP62TejQjgHu81OHxgM
"i hate u, i love u (feat. olivia o'brien)",2022-10-13 22:50,gnash,103765,7vRriwrloYVaoAe3a9wJHe
la balada,2022-06-02 02:39,Emilia,2462523,5hgjF68xugLDOyLSjfe8QN
lo que hay x aquí,2023-03-11 14:42,Rels B,5748554,5IlLm20JXhKbMtsH20NblC
love nwantiti (ah ah ah),2022-06-28 20:08,CKay,473550,2Xr1dTzJee307rmrkt8c0g
ocean eyes,2023-03-27 23:32,Billie Eilish,200379,7hDVYcQq6MxkdJGweuCtl9
qué le pasa conmigo?,2023-04-20 09:39,Nicki Nicole,4633106,4TrYGTVgWOe2s3ZPn5qFTa
scared,2023-03-24 20:36,Jeremy Zucker,28382,6r2JV75tE0vNgNCv4HKsBC
supercuts,2022-09-10 13:52,Jeremy Zucker,5226,4PyMK7JTcu6l30D8KogokR
that way,2022-09-09 23:17,Tate McRae,365198,7l97ElWmIdVHWUaOeeU5ZC
you were good to me,2022-09-10 15:24,Jeremy Zucker,171349,4CxFN5zON70B3VOPBYbd6P
"¿CÓMO TE VA, QUERIDA?",2022-07-30 14:20,Rels B,3035622,1uiX0bdc2sPHcL1k02bC2G
¿Qué Ganas?,2022-07-04 17:11,Morat,2910284,24O1dTyT0zcs4fnQHm6OQB
