artist,album,track,uri
Bryan Adams,Reckless,Ain't Gonna Cry,spotify:track:57hzm0CI2uuIYtB1Etngb8
Calle 13,Entren Los Que Quieran,El Hormiguero,spotify:track:02q7As6vetjqpk8QfDS7wM
Bryan Adams,Reckless,Remember - Live At Hammersmith Odeon/1985,spotify:track:3FMV1a2PhFcfyGjlriKfMR
Guasones,40 Principales Pop & Rock Nacionales,Pasan las Horas (En Vivo),spotify:track:2Mkoew086mdgxkI8TGaaDh
Soda Stereo,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,En la Ciudad de la Furia - En Vivo Me Verás Volver Gira 2007,spotify:track:0SPKUyeyvFRYq0iJMg4gFt
Calle 13,Entren Los Que Quieran,Baile De Los Pobres,spotify:track:6sKKGGCuMDKiP9HProsMah
Lady Gaga,A Star Is Born Soundtrack,Hair Body Face,spotify:track:4gdfWGyzB9j4ZVc2JWdpv2
Jason Mraz,We Sing. We Dance. We Steal Things.,Live High,spotify:track:7M2qyNIe1MQoZBkxNGg7Fh
Fito Paez,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,London Town,spotify:track:4wGaniEU9y7TIO0hUpPKs1
Gustavo Cordera,40 Principales Pop & Rock Nacionales,La Bomba Loca,spotify:track:0rpojb4MnmsrfjIHOZGSzq
Bryan Adams,Reckless,"Teacher, Teacher",spotify:track:3SyaeGqBSKKKS8wfdPbxI5
Calle 13,Entren Los Que Quieran,Muerte En Hawaii,spotify:track:3kNVYo6BJE9AENxzokM9YC
Coro Pascua Joven San Isidro,Se entregó por mí,Tú mirada,spotify:track:2mSbxPcJni56u4cjEUmfkM
Fran Busso,Agua y Harina,Estás Ahí,spotify:track:2fDUomMSCiVHNaNztAGSzj
Train,California 37,Feels Good at First,spotify:track:1TYnyC8RLvMF9k6LKZi3pk
Louis Tomlinson,Walls,Too Young,spotify:track:22sujfahhWDfZejuepLYuE
Bryan Adams,Reckless,Summer Of '69 - Live At Hammersmith Odeon/1985,spotify:track:2a5nM0wuuuXfveLVLVyYIa
Intoxicados,40 Principales Pop & Rock Nacionales,Nunca Quise,spotify:track:7zEhsKNj7fxOq6I4q5FHiE
Calle 13,Residente o Visitante,Algo Con-Sentido (feat. pg-13),spotify:track:59NxzvkrHL1NvXuVediDQ3
Lady Gaga,A Star Is Born Soundtrack,Is That Alright?,spotify:track:378u8gf9qpJ4ZhxHEvrodl
Imagine Dragons,Night Visions,Every Night,spotify:track:0CpQCN7nEz6tH6THwcJdzw
Dante Spinetta,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Alelí (feat. Fito Paez),spotify:track:7JUOxUoJ67lSvW9iM4duOy
vaultboy,everything sucks,everything sucks,spotify:track:3z06k8YF9CqX0CGFrlekOK
Red Hot Chili Peppers,Californication,Right on Time,spotify:track:66wnTJJ7Vo0GW02CMP3etR
Imagine Dragons,Night Visions,Nothing Left To Say / Rocks - Medley,spotify:track:1DirzC3jiBhwQ15rajeobq
Queen,Bohemian Rhapsody,Killer Queen,spotify:track:300YN8ebGB90nDuzgz0f3O
Train,California 37,This'll Be My Year,spotify:track:69iQM8CLaJFn8oqEefgPYw
Imagine Dragons,Night Visions,The River,spotify:track:2gSWEq3T6lfgxXjkb1s0QU
Coro Pascua Joven San Isidro,Nueva Mañana,Nueva Mañana,spotify:track:7J2j87rjssB0Bd3dE547u3
Queen,Bohemian Rhapsody,Crazy Little Thing Called Love,spotify:track:1F9NVicWfNQA5ki8WmEtk8
Mancha De Rolando,Viaje,La Marca del Sol,spotify:track:7KHwULkZpSGQN5jqaLxdPL
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,spotify:track:3S0OXQeoh0w6AY8WQVckRW
Coro Pascua Joven San Isidro,Estás Aquí,Vive en Vos,spotify:track:5USVcaYxVI59ES82sYeOnz
Coro Pascua Joven San Isidro,Se entregó por mí,Se entregó por mí,spotify:track:2V8UVRo82Pvb61bzXIBgdS
Catupecu Machu,40 Principales Pop & Rock Nacionales,"Manuel Santillán, El León",spotify:track:6DUmM2JqGj4LFw8JKYGF8Z
Jason Mraz,We Sing. We Dance. We Steal Things.,A Beautiful Mess,spotify:track:6MevqVHN7ZhPHza4dyW5XT
Red Hot Chili Peppers,Californication,Californication,spotify:track:48UPSzbZjgc449aqz8bxox
Sofía Reyes,Mal De Amores,Marte,spotify:track:1uK5rDY3BnikyG0sl3tPpc
Coro Pascua Joven San Isidro,Nueva Mañana,Yuyos de mi Tierra,spotify:track:4naG1V8J6rJP75ScnhaXZ2
Jason Mraz,Love Is a Four Letter Word,Living in the Moment,spotify:track:395XDt5vt8DKguJDjGtYLU
Coldplay,A Head Full of Dreams,Fun (feat. Tove Lo),spotify:track:7fJFDK6XjYsXcMKNHESbot
Louis Tomlinson,Walls,Only the Brave,spotify:track:7A7RygcHdNH0iJHgwteajF
Justin Bieber,Believe,Thought Of You,spotify:track:2XpeEJgRYnKl41tJia9ggT
Jason Mraz,YES! (Commentary),Out of My Hands,spotify:track:2xVXrgeKCG9yhTTrc7thDY
Coro Pascua Joven San Isidro,Nueva Mañana,El Niño de Belén,spotify:track:5q52DTHyEXuAnM1UL9tREw
Ed Sheeran,x,Tenerife Sea,spotify:track:1HbcclMpw0q2WDWpdGCKdS
Lady Gaga,A Star Is Born Soundtrack,I'll Never Love - Extended Version - Radio Edit,spotify:track:54e5nUP7pHqVfaiCsq9FpW
Niall Horan,Flicker,This Town,spotify:track:3UwT4FadEGWyMdaSwYcUBY
Niall Horan,Flicker,Seeing Blind,spotify:track:1CxLWO9XW1aK4yv7zViVdn
Sam Fender,Back To Black,Back To Black - BBC Radio 1 Live Session,spotify:track:3KtKOYmUpcmAU1SzArnFrp
Andrés Calamaro,40 Principales Pop & Rock Nacionales,Pasos al Costado (Rmx),spotify:track:1aERunQAeUwCcWVO6Qyhzl
Jason Mraz,We Sing. We Dance. We Steal Things.,Only Human,spotify:track:7Ajbt9UQ50yQ0fpFG5hj13
OneRepublic,Native,I Lived,spotify:track:7D49Iig0avHre9RFSUMkd2
John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",spotify:track:4LloVtxNZpeh7q7xdi1DQc
Red Hot Chili Peppers,Californication,Purple Stain,spotify:track:0tGkxA0oybkQ3iR6LLXPjZ
Calle 13,Residente o Visitante,La Hormiga Brava,spotify:track:5rFlJrU4fC4DVLSsNjSZpu
Jason Mraz,YES! (Commentary),Back to the Earth - Commentary,spotify:track:5xGakr3enkamjBdNxYOIg3
Jason Mraz,We Sing. We Dance. We Steal Things.,The Dynamo of Volition - From the All Night Sessions,spotify:track:2FiHYjZn3IMbkPCnhcyBqT
Ed Sheeran,÷,New Man,spotify:track:5HDPtsnyb3maFmPL8LLUTG
Bryan Adams,Reckless,Somebody - Live At Hammersmith Odeon/1985,spotify:track:46aM8H56Z6GhOJZnrnsTbF
John Legend,Love In The Future (Expanded Edition),All of Me,spotify:track:3U4isOIWM3VvDubwSI3y7a
Justin Bieber,Believe,Catching Feelings,spotify:track:0XjaTaW5zEKoASxbdzHHAx
Eruca Sativa,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Para Que Sigamos Siendo - En Vivo,spotify:track:5LiIpk3DSrOuzq9Fs3Uj0q
SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,MY I,spotify:track:0y3KqHpaqKhkHMM50HTeQy
Coro Pascua Joven San Isidro,Nueva Mañana,De Cirene,spotify:track:67eQtfc3zVfbzOF9b6oHdS
Sublime Reggae Kings,Vintage Reggae Beats,Ho Hey - Album Mix,spotify:track:0donaQJuW58VPplrLnqwNc
Train,California 37,We Were Made for This,spotify:track:4ejjJSozfM6QOUsLBom2qA
Bryan Adams,Reckless,Too Hot To Handle,spotify:track:5kuporlkK3qvhYdoEV6jqq
Bradley Cooper,A Star Is Born Soundtrack,Too Far Gone,spotify:track:1YWY0dnutW2Zx61OPFyDLF
Jason Mraz,We Sing. We Dance. We Steal Things.,Love for a Child,spotify:track:5OJ5utPWQbBRmGOZ6HpxgO
Ed Sheeran,÷,Dive,spotify:track:51ChrwmUPDJvedPQnIU8Ls
Train,California 37,When the Fog Rolls In,spotify:track:7Jg93eTHUzLaePH9Ki6lfP
Arnau Griso,Es gratis,No sé nadar - Acústico,spotify:track:4SPhhyP7xQhGL224GUKR8g
Arnau Griso,Revolución Bananera,Banderas Blancas,spotify:track:1cvnM4BRv2Ipqj0wa5qPSJ
Ed Sheeran,+,Kiss Me,spotify:track:0Tel1fmuCxEFV6wBLXsEdk
Queen,Bohemian Rhapsody,We Are The Champions - Live Aid,spotify:track:4XaG9IpCXklOcuau1sIrUX
Ed Sheeran,x,I'm a Mess,spotify:track:0xCA70t1ZA4fa9UOE0lIJm
Mancha De Rolando,Viaje,Secuelas,spotify:track:5vkHem6H9v6euEXBpMdt6x
Santi Celli,Reset,Quilombo,spotify:track:47FFs9FC5psqTqiom9Dx0H
Calle 13,MultiViral,Me Vieron Cruzar,spotify:track:6CLdnyg83r7ZRjLhiSykyK
Ed Sheeran,+,The A Team,spotify:track:1XpYodsD36XN7ygcdF7mJJ
Bradley Cooper,A Star Is Born Soundtrack,Maybe It's Time,spotify:track:4z2XPrpHz1raJibarWFY7Z
Calle 13,Residente o Visitante,Tango del Pecado (feat. Bajofondo Tango Club & Panasuyo),spotify:track:6SEMpMXnOe9nvei4yk7wb7
Jason Mraz,We Sing. We Dance. We Steal Things.,Lucky,spotify:track:0IktbUcnAGrvD03AWnz3Q8
Coro Pascua Joven San Isidro,Nueva Mañana,Joven Levántate,spotify:track:7dCQoM9EDgBvnWzxQRmAE9
Calle 13,Residente o Visitante,Intro,spotify:track:41peSYpNPJcLZ3wNklww85
Lady Gaga,A Star Is Born Soundtrack,Before I Cry,spotify:track:1JcjOWpaQr2crUaJj2kRYQ
SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,IF I,spotify:track:0JPyJEA13qkSemzWS3tOs1
Coldplay,Mylo Xyloto,Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D
Niall Horan,Flicker,The Tide,spotify:track:4wtxYmvivAKHOm4oPGx5Wf
Calle 13,Entren Los Que Quieran,Vamo' A Portarnos Mal,spotify:track:0YfDtPub9AsTu4278mDWJE
Coro Pascua Joven San Isidro,Alimento que da vida,El que muere por mí,spotify:track:68RghHT1MpaBbSbsiqu86V
Benjamín Amadeo,Vámonos,Vámonos,spotify:track:5myKO56bSuaqnsOLrsIkbN
La Beriso,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Madrugada,spotify:track:4FZDR0xhWiDw7CXnGZlFLs
Banda de Turistas,40 Principales Pop & Rock Nacionales,Química,spotify:track:4tJUtpIDRR4XDBtzlUDZf7
Bradley Cooper,A Star Is Born Soundtrack,Alibi,spotify:track:3VQN13uMyi3dGpyIyUhG3X
Ed Sheeran,+,Lego House,spotify:track:5ubHAQtKuFfiG4FXfLP804
Jason Mraz,We Sing. We Dance. We Steal Things.,Details in the Fabric (feat. James Morrison),spotify:track:7EvZucbeXRDEwT4cFpHEi8
Los Fabulosos Cadillacs,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,La Luz del Ritmo,spotify:track:3WKwV5Ks1V5DX1n5HmBWIw
Los Cafres,40 Principales Pop & Rock Nacionales,Flaca Huella,spotify:track:5N56eog2FqhA3QKWlmeiUd
Jason Mraz,Know.,Love Is Still The Answer,spotify:track:6tfr6QF7ALjl7wRNCzNvJr
Jason Mraz,We Sing. We Dance. We Steal Things.,Life Is Wonderful - Live in Amsterdam,spotify:track:3Da88gQb83dmuNi5kdSlgy
Ed Sheeran,+,Wake Me Up,spotify:track:0ygAYQQy7bfDN6gH640bbl
Calle 13,Residente o Visitante,Mala Suerta con el 13 (feat. La Mala Rodríguez),spotify:track:6TB7BAFTmpkFNPpmhvqIxC
"Spinetta, García, Ferrón",Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Iris,spotify:track:5zLBYvFKcCgJiukpt31al8
Calle 13,Residente o Visitante,El Avión Se Cae,spotify:track:27towbxC0dbMckV2FN1zKv
Ed Sheeran,+,"You Need Me, I Don't Need You",spotify:track:5KL4iZkCTZyXl7KnHgfVDj
Ed Sheeran,Afterglow,Afterglow,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq
Coro Pascua Joven San Isidro,Alimento que da vida,Alimento que da vida,spotify:track:23J38uLQY8t6wQksVSnmqO
Coldplay,A Head Full of Dreams,Colour Spectrum,spotify:track:3VqiD8Yvk6bKwqS1e64PHB
No Te Va Gustar,40 Principales Pop & Rock Nacionales,Verte Reir (En Vivo),spotify:track:5jkkTg1iONjTDltO0FJ1FC
Red Hot Chili Peppers,Californication,Quixoticelixer - 2006 Remaster,spotify:track:28w7CPWQCqQxt0YCzDN75b
Arnau Griso,Revolución Bananera,Desamortil,spotify:track:7DEAcRsBebaz7XeyMG6hqO
Coro Pascua Joven San Isidro,Se entregó por mí,Meditación,spotify:track:4sl9U4S5FtGGRMjevBoaaB
Ed Sheeran,x,Take It Back,spotify:track:2dmOWlEHrP266Qgz6wnUrd
Ed Sheeran,x,Nina,spotify:track:3GKSfF6c3Rv3a1knSjxnXa
Coro Pascua Joven San Isidro,Alimento que da vida,Conozco tu corazón,spotify:track:5n5QjsyI7IdomhllHhwbKY
Jason Mraz,YES! (Commentary),"Hello, You Beautiful Thing",spotify:track:5fnWnyeHlKJKIn4nzv9QTv
Niall Horan,Flicker,On My Own,spotify:track:26aETO6x8nPAbKBAHouS8P
Coro Pascua Joven San Isidro,Se entregó por mí,Canciones del Espíritu Santo,spotify:track:6jACPQkJywtEF4MLUhRjx1
SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,Don't Wanna Cry,spotify:track:6Upu6yjkdi0DVI8E3IBZEU
Cruzando El Charco,Terminales,Terminales,spotify:track:7MS6MS0mEU0hUyHhZ8OcLh
Coro Pascua Joven San Isidro,Nueva Mañana,Cartas de San Pablo,spotify:track:47BZgXs17oHFhy7NtHVnyu
Coro Pascua Joven San Isidro,Alimento que da vida,Este es el día que hizo el Señor,spotify:track:5Ub5ojVVA2AQGejPL9DI0b
Coro Pascua Joven San Isidro,Alimento que da vida,En todo momento,spotify:track:0wzJvnUQjbS6EbQJKqcnh2
Calle 13,Residente o Visitante,Se Vale To-To,spotify:track:6eIGAs9uUM37ljYw75wle9
Jason Mraz,We Sing. We Dance. We Steal Things.,Coyotes,spotify:track:6vPVvxt3QOORYL7EtoU80M
Coro Pascua Joven San Isidro,Alimento que da vida,Dios te salve,spotify:track:3Lb6AOekXpgGtbBc0YptAC
Calle 13,Entren Los Que Quieran,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",spotify:track:1xuYajTJZh8zZrPRmUaagf
La Beriso,En Vivo en el Estadio Único,Otra Noche Más - En Vivo en el Estadio Único,spotify:track:2aVyAeIrybvMO7eTOkWYwL
Emmanuel Horvilleur,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,19 (feat. Gustavo Cerati),spotify:track:1ze7KCQHtL5XwjTwA3iPNH
Jason Mraz,We Sing. We Dance. We Steal Things.,Lucky,spotify:track:2qLMf6TuEC3ruGJg4SMMN6
Bryan Adams,Reckless,Long Gone - Live At Hammersmith Odeon/1985,spotify:track:3Ip9c1cded6PloRbR1opGA
Jason Mraz,We Sing. We Dance. We Steal Things.,Live High - From the Avocado Salad Sessions,spotify:track:5EShFPc0rLTHE2NaXlDume
Imagine Dragons,Night Visions,My Fault,spotify:track:1n108NGnovKSwv2z0J9Vmw
Red Hot Chili Peppers,Californication,Porcelain,spotify:track:6WUjz18yIeTGDR1E69WHtf
Jason Mraz,Love Is a Four Letter Word,In Your Hands,spotify:track:4eJg7tx4azOyQsSWCtkKB6
PAW Patrol,PAW Patrol Official Theme Song & More,PAW Patrol on a Roll,spotify:track:2efkanyOeo0Vzkli3HfcuU
Queen,Bohemian Rhapsody,Love Of My Life - Live At Rock In Rio,spotify:track:6Am82YdURCRXRvoVUObzzG
Bryan Adams,Reckless,Lonely Nights - Live At Hammersmith Odeon/1985,spotify:track:5U7BArvcstAOQoxMgEQo8g
Owl City,Ocean Eyes,Fireflies,spotify:track:1mr3616BzLdhXfJmLmRsO8
Las Pelotas,40 Principales Pop & Rock Nacionales,Será (En Vivo),spotify:track:6rGUIoK3yd06trN4k8BJyF
Bryan Adams,Reckless,Heaven,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ
Louis Tomlinson,Walls,We Made It,spotify:track:3tCYlGxMS5ht2g3vB36SiJ
Louis Tomlinson,Walls,Don't Let It Break Your Heart,spotify:track:4nbQRLAPq202lsQsv9FNwK
Calle 13,Residente o Visitante,Suave,spotify:track:2Z6Ytzo8VsfBJkoAfDOkQh
Jason Mraz,Know.,Unlonely,spotify:track:7Igc6JB0xPDcn5yRkkVGQX
Niall Horan,Flicker,Fire Away,spotify:track:3ul8YWNcs8z5cmudWmg0hA
Jason Mraz,We Sing. We Dance. We Steal Things.,Love for a Child - From the Casa Nova Sessions,spotify:track:4mAIfqhdsleDmcrA2FGZkj
Coro Pascua Joven San Isidro,Se entregó por mí,Haciéndote pan,spotify:track:2nU5XdQRIipiD72gIYrgg2
Jason Mraz,We Sing. We Dance. We Steal Things.,A Beautiful Mess,spotify:track:4HMVeqf1r9cH240Ann9sJ3
Dread Mar I,40 Principales Pop & Rock Nacionales,Tú Sin Mí,spotify:track:6dDbXJnEItsk7R6e7VFV93
Jason Mraz,YES! (Commentary),You Can Rely on Me,spotify:track:7rAnZVeCChSMEH1gk5cq9Q
Green Day,American Idiot,Wake Me up When September Ends,spotify:track:3ZffCQKLFLUvYM59XKLbVm
Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),spotify:track:3cHyrEgdyYRjgJKSOiOtcS
Ed Sheeran,x,Don't,spotify:track:1huvTbEYtgltjQRXzrNKGi
Red Hot Chili Peppers,Californication,I Like Dirt,spotify:track:2bo1tTjK87OHKKUDFthqHx
Calle 13,Residente o Visitante,Llégale a mi Guarida (feat. Vicentico),spotify:track:4CgOby7Kcmc3ZZKqykSjpA
Daddy Yankee,La Rompe Corazones,La Rompe Corazones,spotify:track:4okba5wu9mMLXx79DXLKi3
Arnau Griso,Revolución Bananera,Para Que el Mundo lo Vea,spotify:track:4dqR44eVmK4S9gbJPcxQWW
Howie Day,Stop All the World Now (Special Edition),Collide - Acoustic Version,spotify:track:5rwq6R0Uq0BngM3rdmCeNg
Gustavo Cerati,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Rapto,spotify:track:6wz7uPX0XUlFSLxEZbxHbR
Coldplay,A Head Full of Dreams,Amazing Day,spotify:track:3wtV2ifnHzirkAElgTGh63
Justin Bieber,Believe,Right Here,spotify:track:6SKxEiP89WRgniJuQ5gR94
Arnau Griso,Revolución Bananera,Es Gratis,spotify:track:2nkUKzO4H7h2LpAMnTXVPr
Coro Pascua Joven San Isidro,Alimento que da vida,Con vos,spotify:track:03K8vuHB10eexSIsxO8iIW
Jason Mraz,Love Is a Four Letter Word,Be Honest (feat. Inara George),spotify:track:5FLRDjcoOwVb6UocUoGhvj
Justin Bieber,Believe,Boyfriend,spotify:track:07dYGGSrzPeg6a3KZjWX65
Calle 13,Entren Los Que Quieran,Digo Lo Que Pienso,spotify:track:2ZR2Cox8oGFMdvPLiNKrJO
Coro Pascua Joven San Isidro,Alimento que da vida,A tanto amor,spotify:track:3cYCF0QsgH9vyS4NMj2iQk
Queen,Bohemian Rhapsody,20th Century Fox Fanfare,spotify:track:3YM9o7X3ar7Dm39zXadQSz
Andy Grammer,Fresh Eyes,Fresh Eyes,spotify:track:7wahqDDzUPpJy91bVFHUF3
SEVENTEEN,SEVENTEEN 4th Mini Album ‘Al1’,Crazy in Love,spotify:track:1EbXVXelBudLyGasyGj7Ot
Red Hot Chili Peppers,Californication,Otherside,spotify:track:64BbK9SFKH2jk86U3dGj2P
Jason Mraz,Know.,No Plans,spotify:track:4Akic5cb5RHJrTdQZY7AfX
MAGIC!,Primary Colours,Lay You Down Easy (feat. Sean Paul),spotify:track:6Ph5RbAqq0UdYEw9SkC6us
Sublime Reggae Kings,Vintage Reggae Beats,Strangelove,spotify:track:6wBDuKLZcyoM1sN9SnQICi
La Beriso,En Vivo en el Estadio Único,Perdoname - En Vivo en el Estadio Único,spotify:track:3aYqfhyCdt7MvfNO9nDxVI
Bradley Cooper,A Star Is Born Soundtrack,Black Eyes,spotify:track:7qrJKTyxjWDBpVofIYydTk
Vicentico,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Luca,spotify:track:5zdsRI3wuxcToq0lGYMqTf
Turf,40 Principales Pop & Rock Nacionales,"Yo No Me Quiero Casar, Y Ud?",spotify:track:0Ne5ip8AMjujTrJFheb1jF
Imagine Dragons,Night Visions,Bleeding Out,spotify:track:0RchWnEHETINMAyrTrlBmo
Red Hot Chili Peppers,Californication,Easily,spotify:track:3QJnjJH53Ocg22MaLutrgJ
Coro Pascua Joven San Isidro,Nueva Mañana,Espíritu de Vida,spotify:track:7ypkJ2KTmZ1s0j52Xqgt2A
Niall Horan,Flicker,You And Me,spotify:track:764Q4RKFyJCisAofG4mQiA
Jason Mraz,Love Is a Four Letter Word,93 Million Miles,spotify:track:38jy6kRlPt8z1GUS9WXeNh
Jason Mraz,Know.,More Than Friends (feat. Meghan Trainor),spotify:track:03VNgdCL9t8aPyvwZecglI
Capitan Mr Litro,Sobre la Marcha,Querida Música,spotify:track:25nHi1GP3BT51ISQtt7upT
Coro Pascua Joven San Isidro,Se entregó por mí,Noche hacia la Pascua,spotify:track:3Ai3I60eNYXOvJHFnlHIp4
Noah Kahan,Busyhead,False Confidence,spotify:track:7nDFTHHwfe32a8qdp9XqPy
Louis Tomlinson,Don't Let It Break Your Heart,Don't Let It Break Your Heart - Piano Edit,spotify:track:6BrBNdXZpbZKg6Y3HbLJxX
Queen,Bohemian Rhapsody,Keep Yourself Alive - Live At The Rainbow,spotify:track:34pz8XUZRfw04lk4DPtwa7
Queen,Bohemian Rhapsody,Under Pressure,spotify:track:6suU8oBlW4O2pg88tOXgHo
Coldplay,A Head Full of Dreams,Army of One,spotify:track:4giCxIFPZNQIP4bIZM4sqH
Train,California 37,California 37,spotify:track:6nrdjKxI39FvwMhX5mSLJV
La Beriso,En Vivo en el Estadio Único,Encarcelado - En Vivo en el Estadio Único,spotify:track:3rSuJtQcaaxMWRjcFfwAuM
Simple Plan,Still Not Getting Any,Welcome to My Life,spotify:track:10rChmECwPcvTTj4w07hq4
Jason Mraz,We Sing. We Dance. We Steal Things.,Only Human - From the Casa Nova Sessions,spotify:track:3SilXXlKcKTxdIW1jSAfss
Calle 13,Residente o Visitante,A Limpiar El Sucio,spotify:track:6uXUo1IGfFSLEUZrRbJ2jV
Queen,Bohemian Rhapsody,Another One Bites The Dust,spotify:track:2k1yPYf9WGA4LiqcLVwtzn
Maroon 5,Red Pill Blues,Girls Like You (feat. Cardi B) - Cardi B Version,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8
Justin Bieber,Believe,Believe,spotify:track:6akbXZeXdrWWsG77ZD3cuD
Calle 13,Residente o Visitante,Sin Exagerar (feat. Tego Calderón),spotify:track:60O7AerEvNrB7HMjmp1xan
Imagine Dragons,Night Visions,Working Man,spotify:track:4VyfFe0VmNMnyLBKKfycRq
Ed Sheeran,÷,How Would You Feel (Paean),spotify:track:6PJ8FF6UR8FZXfEvpHkIVN
Cheryl Freeman,Hercules,The Gospel Truth I / Main Titles - Hercules,spotify:track:4elJ1WKoAMO7Zbpv5VtqA4
Jason Mraz,Know.,Might As Well Dance,spotify:track:0yZcjdT4KwNiWrjOAHLHtS
Jason Mraz,YES! (Commentary),It's So Hard to Say Goodbye to Yesterday,spotify:track:6AnfZS1z9zMXDhVe0Bnlpf
Agapornis,Agapornis - Volando Con Ritmo,En El Muelle De San Blas,spotify:track:0Prfy3ubEcwcCZvxoctoFD
Red Hot Chili Peppers,Californication,Get on Top,spotify:track:0GcWf1Cc4ixN35D3O9VdcP
Jason Mraz,We Sing. We Dance. We Steal Things.,If It Kills Me,spotify:track:4b3sAxlH3wN8fdfXERRGWj
La Beriso,En Vivo en el Estadio Único,Lo Olvidó - En Vivo en el Estadio Único,spotify:track:0mB8rlMTpnriZxF92h9tRA
Coldplay,A Head Full of Dreams,Hymn for the Weekend,spotify:track:3RiPr603aXAoi4GHyXx0uy
LOUTA,QUEREME,QUEREME,spotify:track:0bhWW1Bve1Ng6kEm8WjiQA
Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,spotify:track:5ivF4eQBqJiVL5IAE9jRyl
Lady Gaga,A Star Is Born Soundtrack,Diggin' My Grave,spotify:track:3iYYUkgkIgZy20xUVaOyLU
La Beriso,En Vivo en el Estadio Único,Canción para Mamá y Papá - En Vivo en el Estadio Único,spotify:track:21jM090AkhDD1XjpmszIvT
Bryan Adams,Reckless,The Best Was Yet To Come - Live At Hammersmith Odeon/1985,spotify:track:6aZQji8CqveoBeTG6rLdXL
Romina Marroquín Payró,Frozen: Una Aventura Congelada,Finalmente y Como Nunca (Reprise),spotify:track:0PpRiBLbyHvfka0SAiim3W
Arnau Griso,Revolución Bananera,Autoextinción,spotify:track:3Ys8QjeVrs39ImI6qE5nMr
Train,California 37,Sing Together,spotify:track:2WAqjXV5uUz4q8pbHI5ysm
Arnau Griso,Es gratis,Es gratis - Acústico,spotify:track:0GKlIuZcQCiv8bvWgRNiAb
Imagine Dragons,Night Visions,Underdog,spotify:track:0uRxBrnv51zUxq55y6yDzx
Red Hot Chili Peppers,Californication,Over Funk - 2006 Remaster,spotify:track:0809RpHic1xrZzh9CT4wXo
Jason Mraz,We Sing. We Dance. We Steal Things.,Coyotes,spotify:track:1BWznhHZPGriEWStDgmjai
Queen,Bohemian Rhapsody,Radio Ga Ga - Live Aid,spotify:track:0YwBZKT8JE4U5TwmYE9BV9
Coro Pascua Joven San Isidro,Se entregó por mí,Hasta dar la vida,spotify:track:1Pcb7tXYwd1qfF0DNZr9g6
Jason Mraz,We Sing. We Dance. We Steal Things.,If It Kills Me - From the Casa Nova Sessions,spotify:track:4oMM5SNyReTkWxkFS6CJBN
Fran Busso,Agua y Harina,Era un Amanecer,spotify:track:5yeVWk0A5R2iVIvkytTYhG
Mancha De Rolando,40 Principales Pop & Rock Nacionales,Arde la Ciudad,spotify:track:6TSjdBZlpSj2VSFwD7DEDB
Imagine Dragons,Night Visions,Radioactive,spotify:track:6Ep6BzIOB9tz3P4sWqiiAB
Queen,Bohemian Rhapsody,Now I'm Here - Live At The Hammersmith Odeon,spotify:track:4ysz5yttr3rpRkvyVMLlRB
Attaque 77,Cinco Décadas de Rock Argentino: Quinta Década 2006 - 2016,Chance,spotify:track:0hZiB1nudi9m6CxbqvbRWA
Bryan Adams,Reckless,Play To Win,spotify:track:1GFEno6m03GKO33JaaGznW
Ed Sheeran,÷,Castle on the Hill,spotify:track:6PCUP3dWmTjcTtXY02oFdT
Louis Tomlinson,Walls,Always You,spotify:track:5KcT9rJDqQJUSFF3O9wPJ5
Coro Pascua Joven San Isidro,Alimento que da vida,Jesús mi alegría,spotify:track:21eVFXVzmdYwULapIzZyYn
Imagine Dragons,Night Visions,Hear Me,spotify:track:6wWphSJNz9GiKWb6EcealX
Ed Sheeran,÷,Perfect,spotify:track:0tgVpDi06FyKpA1z0VMD4v
Bryan Adams,Reckless,She's Only Happy When She's Dancin',spotify:track:6ROdQ7vaTE6F9AOh6qfHUO
Calle 13,Residente o Visitante,La Era de la Copiaera,spotify:track:1ghd9wS2v1kMlkMuxaA9LS
